Transcript.symbol	Transcript.length	Transcript.gene.secondaryIdentifier
SC_Transcript_00009835	1123	YOR096W
SC_Transcript_00010180	1117	YOR096W
SC_Transcript_00010802	1057	YOR096W
SC_Transcript_00010907	1018	YOR096W
SC_Transcript_00010940	1056	YOR096W
SC_Transcript_00010952	1129	YOR096W
SC_Transcript_00011032	1112	YOR096W
SC_Transcript_00011299	1049	YOR096W
SC_Transcript_00011637	1070	YOR096W
SC_Transcript_00012054	1037	YOR096W
SC_Transcript_00012423	1092	YOR096W
SC_Transcript_00012824	1084	YOR096W
SC_Transcript_00013250	1058	YOR096W
SC_Transcript_00014903	1089	YOR096W
SC_Transcript_00014947	1077	YOR096W
SC_Transcript_00015356	1072	YOR096W
SC_Transcript_00016719	1079	YOR096W
SC_Transcript_00017125	1096	YOR096W
SC_Transcript_00017682	1065	YOR096W
""	1831	YOR096W
""	2125	YOR096W
""	895	YOR097C
""	929	YOR097C
""	3404	YOR098C
""	3446	YOR098C
SC_Transcript_00003375	1315	YOR099W
SC_Transcript_00006485	1328	YOR099W
SC_Transcript_00010381	1384	YOR099W
SC_Transcript_00013142	1338	YOR099W
SC_Transcript_00015026	1394	YOR099W
SC_Transcript_00016638	1347	YOR099W
""	1481	YOR099W
""	1521	YOR099W
SC_Transcript_00015760	1280	YOR100C
""	1391	YOR100C
""	3253	YOR100C
SC_Transcript_00000732	1222	YOR101W
SC_Transcript_00007339	1215	YOR101W
SC_Transcript_00010136	1230	YOR101W
SC_Transcript_00012600	1207	YOR101W
""	1328	YOR101W
""	1359	YOR101W
SC_Transcript_00000759	541	YOR103C
SC_Transcript_00001756	521	YOR103C
SC_Transcript_00004250	497	YOR103C
SC_Transcript_00004637	524	YOR103C
SC_Transcript_00005839	555	YOR103C
SC_Transcript_00008126	899	YOR103C
SC_Transcript_00008826	509	YOR103C
SC_Transcript_00009013	891	YOR103C
SC_Transcript_00011143	529	YOR103C
SC_Transcript_00012514	517	YOR103C
SC_Transcript_00012920	516	YOR103C
SC_Transcript_00013948	549	YOR103C
SC_Transcript_00016616	505	YOR103C
""	1056	YOR103C
""	1086	YOR103C
""	870	YOR104W
""	1233	YOR105W
""	1292	YOR105W
""	1054	YOR106W
""	1058	YOR106W
SC_Transcript_00003665	1501	YOR107W
""	1561	YOR107W
""	1625	YOR107W
SC_Transcript_00003933	2012	YOR108W
SC_Transcript_00004943	1999	YOR108W
""	2088	YOR108W
""	2102	YOR108W
""	3636	YOR109W
""	1508	YOR110W
""	1516	YOR110W
SC_Transcript_00001908	1046	YOR111W
SC_Transcript_00013068	1041	YOR111W
""	1062	YOR111W
""	1070	YOR111W
SC_Transcript_00014771	2419	YOR112W
SC_Transcript_00016166	2438	YOR112W
""	2427	YOR112W
""	2428	YOR112W
""	1332	YOR114W
""	1600	YOR114W
SC_Transcript_00006552	963	YOR115C
SC_Transcript_00013606	946	YOR115C
""	1139	YOR115C
""	1263	YOR115C
""	4677	YOR116C
""	4714	YOR116C
SC_Transcript_00001108	1507	YOR117W
SC_Transcript_00005366	1515	YOR117W
SC_Transcript_00006608	1475	YOR117W
SC_Transcript_00007109	1488	YOR117W
SC_Transcript_00013316	1520	YOR117W
SC_Transcript_00015176	1533	YOR117W
""	1587	YOR117W
""	1587	YOR117W
SC_Transcript_00006921	2043	YOR118W
SC_Transcript_00009001	2003	YOR118W
""	2054	YOR118W
""	2097	YOR118W
""	2526	YOR119C
""	2797	YOR119C
SC_Transcript_00002374	1137	YOR120W
SC_Transcript_00004247	1123	YOR120W
SC_Transcript_00005796	1107	YOR120W
SC_Transcript_00011864	1091	YOR120W
SC_Transcript_00015577	1131	YOR120W
SC_Transcript_00017800	1099	YOR120W
""	1746	YOR120W
""	1751	YOR120W
SC_Transcript_00000114	862	YOR122C
SC_Transcript_00000848	874	YOR122C
SC_Transcript_00001310	803	YOR122C
SC_Transcript_00001362	817	YOR122C
SC_Transcript_00001496	810	YOR122C
SC_Transcript_00001721	780	YOR122C
SC_Transcript_00002138	874	YOR122C
SC_Transcript_00003067	822	YOR122C
SC_Transcript_00003099	801	YOR122C
SC_Transcript_00003189	842	YOR122C
SC_Transcript_00003216	831	YOR122C
SC_Transcript_00003357	892	YOR122C
SC_Transcript_00003721	885	YOR122C
SC_Transcript_00003818	804	YOR122C
SC_Transcript_00003953	896	YOR122C
SC_Transcript_00004170	799	YOR122C
SC_Transcript_00004199	804	YOR122C
SC_Transcript_00004884	856	YOR122C
SC_Transcript_00004905	827	YOR122C
SC_Transcript_00005258	820	YOR122C
SC_Transcript_00005497	793	YOR122C
SC_Transcript_00005596	776	YOR122C
SC_Transcript_00005961	827	YOR122C
SC_Transcript_00006102	873	YOR122C
SC_Transcript_00006348	868	YOR122C
SC_Transcript_00007302	884	YOR122C
SC_Transcript_00008015	818	YOR122C
SC_Transcript_00008051	850	YOR122C
SC_Transcript_00008175	866	YOR122C
SC_Transcript_00008359	825	YOR122C
SC_Transcript_00008362	879	YOR122C
SC_Transcript_00008475	909	YOR122C
SC_Transcript_00008645	873	YOR122C
SC_Transcript_00008822	794	YOR122C
SC_Transcript_00008964	891	YOR122C
SC_Transcript_00009706	861	YOR122C
SC_Transcript_00009941	879	YOR122C
SC_Transcript_00010076	834	YOR122C
SC_Transcript_00010311	825	YOR122C
SC_Transcript_00011128	787	YOR122C
SC_Transcript_00011175	879	YOR122C
SC_Transcript_00011605	797	YOR122C
SC_Transcript_00011616	781	YOR122C
SC_Transcript_00011640	902	YOR122C
SC_Transcript_00011726	862	YOR122C
SC_Transcript_00011938	884	YOR122C
SC_Transcript_00012162	787	YOR122C
SC_Transcript_00012601	786	YOR122C
SC_Transcript_00012895	886	YOR122C
SC_Transcript_00012926	812	YOR122C
SC_Transcript_00013186	792	YOR122C
SC_Transcript_00013291	807	YOR122C
SC_Transcript_00013532	810	YOR122C
SC_Transcript_00013642	854	YOR122C
SC_Transcript_00013753	836	YOR122C
SC_Transcript_00016540	859	YOR122C
SC_Transcript_00016593	849	YOR122C
SC_Transcript_00016815	835	YOR122C
SC_Transcript_00017074	868	YOR122C
SC_Transcript_00017201	830	YOR122C
SC_Transcript_00017659	815	YOR122C
SC_Transcript_00017816	867	YOR122C
SC_Transcript_00017898	770	YOR122C
""	919	YOR122C
""	972	YOR122C
""	1555	YOR123C
""	1708	YOR123C
""	4004	YOR124C
""	4018	YOR124C
""	999	YOR125C
""	1038	YOR125C
SC_Transcript_00008078	834	YOR126C
""	908	YOR126C
""	1077	YOR126C
""	3439	YOR127W
""	3445	YOR127W
SC_Transcript_00000072	1787	YOR128C
SC_Transcript_00005320	1841	YOR128C
SC_Transcript_00016706	1809	YOR128C
""	1827	YOR128C
""	1844	YOR128C
SC_Transcript_00001780	2950	YOR129C
SC_Transcript_00003300	2963	YOR129C
SC_Transcript_00009323	2958	YOR129C
""	2979	YOR129C
""	2981	YOR129C
SC_Transcript_00001801	1056	YOR130C
SC_Transcript_00006710	1005	YOR130C
SC_Transcript_00008581	1000	YOR130C
SC_Transcript_00012072	1040	YOR130C
SC_Transcript_00013573	952	YOR130C
SC_Transcript_00017115	947	YOR130C
""	1229	YOR130C
""	1231	YOR130C
""	850	YOR131C
""	891	YOR131C
SC_Transcript_00000737	1767	YOR132W
SC_Transcript_00001406	1761	YOR132W
SC_Transcript_00010277	1778	YOR132W
SC_Transcript_00014084	1784	YOR132W
SC_Transcript_00015477	1771	YOR132W
""	1850	YOR132W
""	1882	YOR132W
SC_Transcript_00003551	2773	YOR133W
SC_Transcript_00004873	2746	YOR133W
SC_Transcript_00005628	2768	YOR133W
SC_Transcript_00005921	2741	YOR133W
SC_Transcript_00009508	2760	YOR133W
SC_Transcript_00010279	2752	YOR133W
SC_Transcript_00011956	2755	YOR133W
SC_Transcript_00016645	2747	YOR133W
""	2840	YOR133W
""	3569	YOR133W
SC_Transcript_00000452	1382	YOR136W
SC_Transcript_00000830	1462	YOR136W
SC_Transcript_00002456	1473	YOR136W
SC_Transcript_00002826	1481	YOR136W
SC_Transcript_00003069	1467	YOR136W
SC_Transcript_00003499	1491	YOR136W
SC_Transcript_00004596	1413	YOR136W
SC_Transcript_00005296	1436	YOR136W
SC_Transcript_00006269	1359	YOR136W
SC_Transcript_00006387	1418	YOR136W
SC_Transcript_00006396	1481	YOR136W
SC_Transcript_00007409	1299	YOR136W
SC_Transcript_00009384	1468	YOR136W
SC_Transcript_00010984	1372	YOR136W
SC_Transcript_00011052	1496	YOR136W
SC_Transcript_00011085	1418	YOR136W
SC_Transcript_00011459	1388	YOR136W
SC_Transcript_00011721	1486	YOR136W
SC_Transcript_00011914	1304	YOR136W
SC_Transcript_00012201	1367	YOR136W
SC_Transcript_00012588	1502	YOR136W
SC_Transcript_00014901	1309	YOR136W
SC_Transcript_00015404	1377	YOR136W
SC_Transcript_00017085	1476	YOR136W
SC_Transcript_00017764	1353	YOR136W
""	1537	YOR136W
""	1559	YOR136W
""	2363	YOR137C
""	2166	YOR138C
""	2166	YOR138C
""	3079	YOR140W
""	3126	YOR140W
SC_Transcript_00013707	2951	YOR141C
SC_Transcript_00016887	2959	YOR141C
""	2975	YOR141C
""	2979	YOR141C
SC_Transcript_00000081	1427	YOR142W
SC_Transcript_00001220	1373	YOR142W
SC_Transcript_00001802	1382	YOR142W
SC_Transcript_00001981	1368	YOR142W
SC_Transcript_00003897	1409	YOR142W
SC_Transcript_00005057	1388	YOR142W
SC_Transcript_00006986	1402	YOR142W
SC_Transcript_00008060	1429	YOR142W
SC_Transcript_00010306	1353	YOR142W
SC_Transcript_00010591	1394	YOR142W
SC_Transcript_00011396	1374	YOR142W
SC_Transcript_00011430	1420	YOR142W
SC_Transcript_00014310	1391	YOR142W
SC_Transcript_00014385	1400	YOR142W
""	1472	YOR142W
""	1492	YOR142W
SC_Transcript_00000817	1298	YOR143C
SC_Transcript_00004855	1033	YOR143C
SC_Transcript_00005731	1066	YOR143C
SC_Transcript_00017824	1103	YOR143C
""	1401	YOR143C
""	1462	YOR143C
SC_Transcript_00015111	2527	YOR144C
""	2544	YOR144C
SC_Transcript_00002093	927	YOR145C
SC_Transcript_00002249	914	YOR145C
SC_Transcript_00011209	909	YOR145C
""	1046	YOR145C
""	1078	YOR145C
""	540	YOR146W
""	648	YOR146W
SC_Transcript_00005211	2088	YOR147W
SC_Transcript_00013974	2079	YOR147W
""	2093	YOR147W
""	2113	YOR147W
SC_Transcript_00000753	662	YOR148C
SC_Transcript_00003013	658	YOR148C
SC_Transcript_00006931	672	YOR148C
SC_Transcript_00010334	677	YOR148C
SC_Transcript_00012448	656	YOR148C
SC_Transcript_00017437	683	YOR148C
""	777	YOR148C
""	807	YOR148C
SC_Transcript_00009020	2004	YOR149C
SC_Transcript_00016864	1979	YOR149C
""	2031	YOR149C
""	2043	YOR149C
SC_Transcript_00001005	627	YOR150W
SC_Transcript_00001654	628	YOR150W
SC_Transcript_00001923	641	YOR150W
SC_Transcript_00002480	642	YOR150W
SC_Transcript_00002535	632	YOR150W
SC_Transcript_00002577	623	YOR150W
SC_Transcript_00003218	621	YOR150W
SC_Transcript_00008341	650	YOR150W
SC_Transcript_00010692	618	YOR150W
SC_Transcript_00012163	633	YOR150W
SC_Transcript_00015994	612	YOR150W
SC_Transcript_00016303	546	YOR150W
SC_Transcript_00017308	637	YOR150W
""	656	YOR150W
""	685	YOR150W
""	4294	YOR151C
""	4309	YOR151C
""	1529	YOR152C
""	1572	YOR152C
""	1969	YOR154W
""	2116	YOR154W
SC_Transcript_00014588	1467	YOR155C
""	1459	YOR155C
""	1504	YOR155C
SC_Transcript_00004618	2586	YOR156C
""	2585	YOR156C
""	2606	YOR156C
""	1066	YOR157C
""	1151	YOR157C
SC_Transcript_00005939	1072	YOR158W
SC_Transcript_00012659	1112	YOR158W
SC_Transcript_00015467	1066	YOR158W
SC_Transcript_00016090	1060	YOR158W
""	1181	YOR158W
""	1192	YOR158W
""	1099	YOR159C
""	1156	YOR159C
SC_Transcript_00006356	3058	YOR160W
SC_Transcript_00007901	3064	YOR160W
""	3109	YOR160W
""	3112	YOR160W
""	1849	YOR161C
""	1875	YOR161C
""	1014	YOR161C-C
""	3058	YOR162C
SC_Transcript_00003301	701	YOR163W
SC_Transcript_00003692	671	YOR163W
SC_Transcript_00004419	665	YOR163W
SC_Transcript_00005121	671	YOR163W
SC_Transcript_00005522	655	YOR163W
SC_Transcript_00008442	695	YOR163W
SC_Transcript_00009823	686	YOR163W
SC_Transcript_00012581	680	YOR163W
SC_Transcript_00016228	705	YOR163W
SC_Transcript_00016495	677	YOR163W
SC_Transcript_00016916	661	YOR163W
SC_Transcript_00017532	653	YOR163W
SC_Transcript_00017544	711	YOR163W
""	978	YOR163W
""	986	YOR163W
""	1259	YOR164C
""	1264	YOR164C
SC_Transcript_00010973	2524	YOR165W
SC_Transcript_00011880	2455	YOR165W
""	2624	YOR165W
""	2702	YOR165W
SC_Transcript_00003793	1579	YOR166C
""	1604	YOR166C
""	1662	YOR166C
SC_Transcript_00000356	355	YOR167C
SC_Transcript_00000489	405	YOR167C
SC_Transcript_00001056	344	YOR167C
SC_Transcript_00001464	430	YOR167C
SC_Transcript_00001563	376	YOR167C
SC_Transcript_00001681	355	YOR167C
SC_Transcript_00001865	370	YOR167C
SC_Transcript_00002741	387	YOR167C
SC_Transcript_00002860	390	YOR167C
SC_Transcript_00003064	415	YOR167C
SC_Transcript_00004529	324	YOR167C
SC_Transcript_00004773	314	YOR167C
SC_Transcript_00005964	363	YOR167C
SC_Transcript_00007217	353	YOR167C
SC_Transcript_00007578	375	YOR167C
SC_Transcript_00009671	381	YOR167C
SC_Transcript_00010251	381	YOR167C
SC_Transcript_00012733	332	YOR167C
SC_Transcript_00013013	389	YOR167C
SC_Transcript_00013167	336	YOR167C
SC_Transcript_00013969	349	YOR167C
SC_Transcript_00014072	365	YOR167C
SC_Transcript_00014331	341	YOR167C
SC_Transcript_00015954	319	YOR167C
SC_Transcript_00016015	360	YOR167C
SC_Transcript_00016411	371	YOR167C
SC_Transcript_00016482	381	YOR167C
SC_Transcript_00016542	396	YOR167C
SC_Transcript_00017220	347	YOR167C
SC_Transcript_00017776	389	YOR167C
""	442	YOR167C
""	456	YOR167C
SC_Transcript_00002089	2527	YOR168W
SC_Transcript_00002092	2551	YOR168W
SC_Transcript_00004822	2542	YOR168W
SC_Transcript_00007058	2519	YOR168W
SC_Transcript_00011848	2559	YOR168W
""	2588	YOR168W
""	2639	YOR168W
""	2163	YOR171C
""	2174	YOR171C
""	2600	YOR172W
""	2622	YOR172W
SC_Transcript_00000166	1238	YOR173W
SC_Transcript_00005583	1206	YOR173W
""	1271	YOR173W
""	1312	YOR173W
SC_Transcript_00002236	1099	YOR174W
SC_Transcript_00006493	1089	YOR174W
""	1177	YOR174W
""	1264	YOR174W
""	2487	YOR175C
""	2490	YOR175C
SC_Transcript_00005204	1370	YOR176W
""	1466	YOR176W
""	1810	YOR176W
""	2905	YOR178C
""	1081	YOR179C
""	1090	YOR179C
""	1573	YOR180C
""	1589	YOR180C
SC_Transcript_00012636	2055	YOR181W
SC_Transcript_00012649	2060	YOR181W
""	2096	YOR181W
SC_Transcript_00000766	732	YOR182C
SC_Transcript_00002346	677	YOR182C
SC_Transcript_00003200	732	YOR182C
SC_Transcript_00004130	676	YOR182C
SC_Transcript_00004614	767	YOR182C
SC_Transcript_00004630	733	YOR182C
SC_Transcript_00004918	712	YOR182C
SC_Transcript_00006048	710	YOR182C
SC_Transcript_00006625	725	YOR182C
SC_Transcript_00011241	715	YOR182C
SC_Transcript_00011387	702	YOR182C
SC_Transcript_00011495	734	YOR182C
SC_Transcript_00011550	740	YOR182C
SC_Transcript_00012641	717	YOR182C
SC_Transcript_00013240	719	YOR182C
SC_Transcript_00013505	707	YOR182C
SC_Transcript_00015887	690	YOR182C
SC_Transcript_00017248	752	YOR182C
SC_Transcript_00017834	698	YOR182C
""	1048	YOR182C
""	1062	YOR182C
""	511	YOR183W
SC_Transcript_00003440	1334	YOR184W
SC_Transcript_00017108	1339	YOR184W
""	1446	YOR184W
""	1451	YOR184W
SC_Transcript_00003557	772	YOR185C
SC_Transcript_00005082	728	YOR185C
SC_Transcript_00012914	778	YOR185C
""	899	YOR185C
""	932	YOR185C
""	685	YOR186C-A
""	1217	YOR186W
""	1224	YOR186W
SC_Transcript_00001817	1564	YOR187W
SC_Transcript_00008048	1552	YOR187W
SC_Transcript_00009144	1575	YOR187W
SC_Transcript_00011294	1453	YOR187W
SC_Transcript_00015245	1505	YOR187W
SC_Transcript_00016515	1520	YOR187W
SC_Transcript_00017241	1447	YOR187W
""	1649	YOR187W
""	1672	YOR187W
""	3639	YOR188W
""	3666	YOR188W
SC_Transcript_00001767	557	YOR189W
SC_Transcript_00002025	591	YOR189W
SC_Transcript_00002243	613	YOR189W
SC_Transcript_00002443	596	YOR189W
SC_Transcript_00003719	608	YOR189W
SC_Transcript_00004158	595	YOR189W
SC_Transcript_00004315	563	YOR189W
SC_Transcript_00005633	606	YOR189W
SC_Transcript_00006378	583	YOR189W
SC_Transcript_00007536	600	YOR189W
SC_Transcript_00009145	570	YOR189W
SC_Transcript_00012419	601	YOR189W
SC_Transcript_00012613	578	YOR189W
SC_Transcript_00012893	589	YOR189W
SC_Transcript_00014122	584	YOR189W
""	1205	YOR189W
""	1237	YOR189W
""	1655	YOR190W
""	1967	YOR190W
""	3635	YOR192C
""	1313	YOR193W
""	1326	YOR193W
""	1302	YOR194C
""	1310	YOR194C
""	2759	YOR195W
""	2781	YOR195W
SC_Transcript_00015001	1432	YOR196C
""	1512	YOR196C
""	1668	YOR196C
SC_Transcript_00002835	1377	YOR197W
SC_Transcript_00005812	1371	YOR197W
SC_Transcript_00013952	1460	YOR197W
SC_Transcript_00016547	1465	YOR197W
""	1503	YOR197W
""	1525	YOR197W
SC_Transcript_00003865	1805	YOR198C
SC_Transcript_00005242	1816	YOR198C
SC_Transcript_00013616	1670	YOR198C
SC_Transcript_00014164	1811	YOR198C
SC_Transcript_00015112	1789	YOR198C
SC_Transcript_00016230	1794	YOR198C
""	1871	YOR198C
""	1880	YOR198C
""	1411	YOR201C
""	1427	YOR201C
SC_Transcript_00010098	754	YOR202W
SC_Transcript_00016740	767	YOR202W
""	885	YOR202W
""	975	YOR202W
SC_Transcript_00008370	2555	YOR204W
SC_Transcript_00009084	2571	YOR204W
""	2601	YOR204W
""	2615	YOR204W
SC_Transcript_00001686	1764	YOR205C
SC_Transcript_00007091	1769	YOR205C
SC_Transcript_00008183	1839	YOR205C
""	2053	YOR205C
""	2240	YOR205C
""	2241	YOR206W
""	2257	YOR206W
""	3643	YOR207C
""	3834	YOR207C
""	2609	YOR208W
SC_Transcript_00004751	1512	YOR209C
""	1658	YOR209C
""	1684	YOR209C
SC_Transcript_00000767	539	YOR210W
SC_Transcript_00001612	548	YOR210W
SC_Transcript_00002825	555	YOR210W
SC_Transcript_00003259	515	YOR210W
SC_Transcript_00006100	561	YOR210W
SC_Transcript_00009034	529	YOR210W
SC_Transcript_00009872	543	YOR210W
SC_Transcript_00010955	534	YOR210W
SC_Transcript_00014175	550	YOR210W
SC_Transcript_00015095	524	YOR210W
SC_Transcript_00016723	566	YOR210W
SC_Transcript_00017780	520	YOR210W
""	690	YOR210W
""	749	YOR210W
""	2941	YOR211C
""	2976	YOR211C
SC_Transcript_00007293	1421	YOR212W
SC_Transcript_00007674	1429	YOR212W
SC_Transcript_00013503	1556	YOR212W
""	1642	YOR212W
""	1770	YOR212W
""	1234	YOR213C
""	1333	YOR213C
SC_Transcript_00001548	704	YOR215C
SC_Transcript_00005898	737	YOR215C
SC_Transcript_00006291	672	YOR215C
SC_Transcript_00008306	656	YOR215C
SC_Transcript_00009285	726	YOR215C
SC_Transcript_00011314	905	YOR215C
""	983	YOR215C
""	2126	YOR215C
SC_Transcript_00002973	1604	YOR216C
SC_Transcript_00017078	1617	YOR216C
""	1673	YOR216C
""	1683	YOR216C
SC_Transcript_00008010	2890	YOR217W
SC_Transcript_00011643	2913	YOR217W
""	2927	YOR217W
""	3082	YOR217W
""	3162	YOR219C
SC_Transcript_00001618	994	YOR220W
SC_Transcript_00002949	1006	YOR220W
SC_Transcript_00004935	970	YOR220W
SC_Transcript_00005134	999	YOR220W
SC_Transcript_00005859	988	YOR220W
SC_Transcript_00006918	1020	YOR220W
SC_Transcript_00007225	981	YOR220W
SC_Transcript_00010711	987	YOR220W
SC_Transcript_00010833	1006	YOR220W
SC_Transcript_00011107	977	YOR220W
SC_Transcript_00013155	970	YOR220W
SC_Transcript_00014311	963	YOR220W
SC_Transcript_00014858	1013	YOR220W
SC_Transcript_00016628	1013	YOR220W
""	1357	YOR220W
""	1515	YOR220W
SC_Transcript_00010718	1313	YOR221C
SC_Transcript_00013062	1354	YOR221C
SC_Transcript_00013283	1318	YOR221C
SC_Transcript_00014188	1346	YOR221C
""	1403	YOR221C
""	1409	YOR221C
SC_Transcript_00004411	1008	YOR222W
SC_Transcript_00014770	1023	YOR222W
SC_Transcript_00017513	1017	YOR222W
""	1466	YOR222W
""	1478	YOR222W
""	1172	YOR223W
""	1215	YOR223W
SC_Transcript_00005135	562	YOR224C
SC_Transcript_00007969	553	YOR224C
SC_Transcript_00008019	584	YOR224C
SC_Transcript_00008731	546	YOR224C
SC_Transcript_00010643	561	YOR224C
SC_Transcript_00010696	576	YOR224C
SC_Transcript_00016423	592	YOR224C
""	1152	YOR224C
""	1550	YOR224C
SC_Transcript_00004882	621	YOR226C
""	929	YOR226C
""	929	YOR226C
SC_Transcript_00010269	4143	YOR227W
""	4133	YOR227W
""	1416	YOR228C
""	1488	YOR228C
""	1717	YOR229W
""	1764	YOR229W
SC_Transcript_00001877	1585	YOR230W
SC_Transcript_00012227	1553	YOR230W
SC_Transcript_00013143	1640	YOR230W
SC_Transcript_00014089	1538	YOR230W
SC_Transcript_00015441	1561	YOR230W
""	1650	YOR230W
""	1694	YOR230W
""	1921	YOR231W
""	1949	YOR231W
SC_Transcript_00002848	964	YOR232W
SC_Transcript_00006445	951	YOR232W
SC_Transcript_00009880	956	YOR232W
SC_Transcript_00010193	946	YOR232W
SC_Transcript_00010698	959	YOR232W
SC_Transcript_00014952	941	YOR232W
""	1061	YOR232W
""	1076	YOR232W
""	2647	YOR233W
""	2671	YOR233W
SC_Transcript_00000145	924	YOR234C
SC_Transcript_00001249	889	YOR234C
SC_Transcript_00001474	957	YOR234C
SC_Transcript_00001626	877	YOR234C
SC_Transcript_00003140	945	YOR234C
SC_Transcript_00003235	939	YOR234C
SC_Transcript_00004316	958	YOR234C
SC_Transcript_00004691	1028	YOR234C
SC_Transcript_00005384	1011	YOR234C
SC_Transcript_00006775	953	YOR234C
SC_Transcript_00007216	942	YOR234C
SC_Transcript_00007305	947	YOR234C
SC_Transcript_00007972	930	YOR234C
SC_Transcript_00008623	1006	YOR234C
SC_Transcript_00009383	962	YOR234C
SC_Transcript_00009498	1006	YOR234C
SC_Transcript_00010312	1050	YOR234C
SC_Transcript_00010456	1028	YOR234C
SC_Transcript_00011063	948	YOR234C
SC_Transcript_00011521	1018	YOR234C
SC_Transcript_00011735	1012	YOR234C
SC_Transcript_00011893	995	YOR234C
SC_Transcript_00012222	965	YOR234C
SC_Transcript_00012410	953	YOR234C
SC_Transcript_00012556	1001	YOR234C
SC_Transcript_00013095	975	YOR234C
SC_Transcript_00013364	989	YOR234C
SC_Transcript_00013832	970	YOR234C
SC_Transcript_00013947	959	YOR234C
SC_Transcript_00014252	886	YOR234C
SC_Transcript_00014981	936	YOR234C
SC_Transcript_00016040	967	YOR234C
SC_Transcript_00017883	951	YOR234C
""	1186	YOR234C
""	1197	YOR234C
SC_Transcript_00009336	701	YOR236W
SC_Transcript_00012320	710	YOR236W
SC_Transcript_00014193	716	YOR236W
""	1110	YOR236W
""	1115	YOR236W
""	1395	YOR237W
""	1159	YOR238W
""	1181	YOR238W
SC_Transcript_00004151	2147	YOR239W
SC_Transcript_00014667	2153	YOR239W
SC_Transcript_00017171	2163	YOR239W
""	2179	YOR239W
""	2375	YOR239W
SC_Transcript_00001043	2181	YOR243C
""	2420	YOR243C
""	2430	YOR243C
SC_Transcript_00003120	1493	YOR244W
SC_Transcript_00003536	1500	YOR244W
SC_Transcript_00015030	1464	YOR244W
SC_Transcript_00016855	1472	YOR244W
""	1570	YOR244W
""	1602	YOR244W
""	1652	YOR245C
""	1671	YOR245C
SC_Transcript_00002611	1123	YOR246C
SC_Transcript_00013771	1118	YOR246C
SC_Transcript_00014338	1135	YOR246C
SC_Transcript_00017807	1130	YOR246C
""	1221	YOR246C
""	1499	YOR246C
""	838	YOR248W
""	839	YOR248W
""	2164	YOR249C
""	2171	YOR249C
SC_Transcript_00009081	1389	YOR250C
""	1483	YOR250C
""	1505	YOR250C
""	1202	YOR251C
""	1231	YOR251C
SC_Transcript_00001120	642	YOR252W
SC_Transcript_00001239	670	YOR252W
SC_Transcript_00001482	655	YOR252W
SC_Transcript_00001503	662	YOR252W
SC_Transcript_00004413	635	YOR252W
SC_Transcript_00005105	627	YOR252W
SC_Transcript_00008850	675	YOR252W
SC_Transcript_00009532	634	YOR252W
SC_Transcript_00010845	647	YOR252W
SC_Transcript_00011818	640	YOR252W
""	724	YOR252W
""	731	YOR252W
SC_Transcript_00000195	641	YOR253W
SC_Transcript_00000442	666	YOR253W
SC_Transcript_00000649	661	YOR253W
SC_Transcript_00001040	652	YOR253W
SC_Transcript_00005027	660	YOR253W
SC_Transcript_00010131	650	YOR253W
SC_Transcript_00013382	657	YOR253W
SC_Transcript_00014815	676	YOR253W
SC_Transcript_00014992	671	YOR253W
""	758	YOR253W
SC_Transcript_00002922	2123	YOR254C
SC_Transcript_00004399	2082	YOR254C
SC_Transcript_00010896	2088	YOR254C
SC_Transcript_00014459	2117	YOR254C
SC_Transcript_00016716	2133	YOR254C
SC_Transcript_00016946	2127	YOR254C
""	2159	YOR254C
""	2161	YOR254C
""	1292	YOR255W
""	2652	YOR256C
""	2670	YOR256C
SC_Transcript_00003399	560	YOR257W
SC_Transcript_00004424	587	YOR257W
SC_Transcript_00006507	559	YOR257W
SC_Transcript_00009215	570	YOR257W
SC_Transcript_00009655	582	YOR257W
SC_Transcript_00011326	544	YOR257W
SC_Transcript_00011701	575	YOR257W
SC_Transcript_00012754	555	YOR257W
SC_Transcript_00017482	582	YOR257W
""	732	YOR257W
""	760	YOR257W
SC_Transcript_00015115	759	YOR258W
SC_Transcript_00016690	746	YOR258W
""	890	YOR258W
""	1740	YOR258W
""	1592	YOR259C
""	1753	YOR259C
SC_Transcript_00002883	1992	YOR260W
""	1994	YOR260W
""	2014	YOR260W
""	1273	YOR261C
""	1331	YOR261C
SC_Transcript_00010357	1208	YOR262W
""	1223	YOR262W
""	1416	YOR262W
SC_Transcript_00009673	1416	YOR264W
""	1673	YOR264W
""	1731	YOR264W
SC_Transcript_00001367	558	YOR265W
SC_Transcript_00001762	453	YOR265W
SC_Transcript_00001975	386	YOR265W
SC_Transcript_00003073	564	YOR265W
SC_Transcript_00003527	381	YOR265W
SC_Transcript_00004700	447	YOR265W
SC_Transcript_00008440	569	YOR265W
SC_Transcript_00015920	458	YOR265W
SC_Transcript_00016878	375	YOR265W
""	622	YOR265W
""	643	YOR265W
""	1450	YOR266W
""	1522	YOR266W
""	2638	YOR267C
""	3068	YOR267C
""	1719	YOR269W
""	1772	YOR269W
SC_Transcript_00000745	2766	YOR270C
SC_Transcript_00005863	2791	YOR270C
SC_Transcript_00012744	2801	YOR270C
""	2858	YOR270C
""	2863	YOR270C
""	1243	YOR271C
""	1534	YOR271C
SC_Transcript_00001088	1505	YOR272W
SC_Transcript_00002859	1529	YOR272W
SC_Transcript_00003176	1650	YOR272W
SC_Transcript_00008869	1497	YOR272W
