Gene	Gene Systematic Name	Phenotype	Experiment Type	Experiment Type Category	Mutant Information	Strain Background	Chemical	Details	Reference
PRP24	YMR268C	inviable 	systematic mutation set	large-scale survey	null Allele: prp24-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PRP28	YDR243C	inviable 	systematic mutation set	large-scale survey	null Allele: prp28-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PRP3	YDR473C	inviable 	systematic mutation set	large-scale survey	null Allele: prp3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PRP31	YGR091W	inviable 	systematic mutation set	large-scale survey	null Allele: prp31-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PRP38	YGR075C	inviable 	systematic mutation set	large-scale survey	null Allele: prp38-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PRP39	YML046W	inviable 	systematic mutation set	large-scale survey	null Allele: prp39-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PRP4	YPR178W	inviable 	systematic mutation set	large-scale survey	null Allele: prp4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PRP40	YKL012W	inviable 	systematic mutation set	large-scale survey	null Allele: prp40-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PRP42	YDR235W	inviable 	systematic mutation set	large-scale survey	null Allele: prp42-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PRP43	YGL120C	inviable 	systematic mutation set	large-scale survey	null Allele: prp43-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PRP45	YAL032C	inviable 	systematic mutation set	large-scale survey	null Allele: prp45-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PRP46	YPL151C	inviable 	systematic mutation set	large-scale survey	null Allele: prp46-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PRP5	YBR237W	inviable 	systematic mutation set	large-scale survey	null Allele: prp5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PRP6	YBR055C	inviable 	systematic mutation set	large-scale survey	null Allele: prp6-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PRP9	YDL030W	inviable 	systematic mutation set	large-scale survey	null Allele: prp9-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PRT1	YOR361C	inviable 	systematic mutation set	large-scale survey	null Allele: prt1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PSA1	YDL055C	inviable 	systematic mutation set	large-scale survey	null Allele: psa1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PSE1	YMR308C	inviable 	systematic mutation set	large-scale survey	null Allele: pse1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PSF1	YDR013W	inviable 	systematic mutation set	large-scale survey	null Allele: psf1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PSF1	YDR013W	inviable 	homozygous diploid, systematic mutation set	large-scale survey	null Allele: psf1-Δ	SK1			Rabitsch KP, et al. (2001) PMID:11470404
PSF2	YJL072C	inviable 	systematic mutation set	large-scale survey	null Allele: psf2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PSF3	YOL146W	inviable 	systematic mutation set	large-scale survey	null Allele: psf3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PTA1	YAL043C	inviable 	systematic mutation set	large-scale survey	null Allele: pta1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PTI1	YGR156W	inviable 	systematic mutation set	large-scale survey	null Allele: pti1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PTI1	YGR156W	inviable 	homozygous diploid, systematic mutation set	large-scale survey	null Allele: pti1-Δ	SK1			Rabitsch KP, et al. (2001) PMID:11470404
PTR3	YFR029W	inviable 	systematic mutation set	large-scale survey	null Allele: ptr3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PUP1	YOR157C	inviable 	systematic mutation set	large-scale survey	null Allele: pup1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PUP2	YGR253C	inviable 	systematic mutation set	large-scale survey	null Allele: pup2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PUP3	YER094C	inviable 	systematic mutation set	large-scale survey	null Allele: pup3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PWP1	YLR196W	inviable 	systematic mutation set	large-scale survey	null Allele: pwp1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PWP2	YCR057C	inviable 	systematic mutation set	large-scale survey	null Allele: pwp2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PXR1	YGR280C	inviable 	systematic mutation set	large-scale survey	null Allele: pxr1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
PZF1	YPR186C	inviable 	systematic mutation set	large-scale survey	null Allele: pzf1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
QNS1	YHR074W	inviable 	systematic mutation set	large-scale survey	null Allele: qns1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
QRI1	YDL103C	inviable 	systematic mutation set	large-scale survey	null Allele: qri1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RAD3	YER171W	inviable 	systematic mutation set	large-scale survey	null Allele: rad3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RAD53	YPL153C	inviable 	systematic mutation set	large-scale survey	null Allele: rad53-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RAM2	YKL019W	inviable 	systematic mutation set	large-scale survey	null Allele: ram2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RAP1	YNL216W	inviable 	systematic mutation set	large-scale survey	null Allele: rap1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RAT1	YOR048C	inviable 	systematic mutation set	large-scale survey	null Allele: rat1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RBA50	YDR527W	inviable 	systematic mutation set	large-scale survey	null Allele: rba50-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RCL1	YOL010W	inviable 	systematic mutation set	large-scale survey	null Allele: rcl1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RDS3	YPR094W	inviable 	systematic mutation set	large-scale survey	null Allele: rds3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
REA1	YLR106C	inviable 	systematic mutation set	large-scale survey	null Allele: rea1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
REB1	YBR049C	inviable 	systematic mutation set	large-scale survey	null Allele: reb1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RER2	YBR002C	inviable 	systematic mutation set	large-scale survey	null Allele: rer2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RET1	YOR207C	inviable 	systematic mutation set	large-scale survey	null Allele: ret1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RET2	YFR051C	inviable 	systematic mutation set	large-scale survey	null Allele: ret2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RET2	YFR051C	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: ret2-Δ	S288C			Dowell RD, et al. (2010) PMID:20413493
RET3	YPL010W	inviable 	systematic mutation set	large-scale survey	null Allele: ret3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RFA1	YAR007C	inviable 	systematic mutation set	large-scale survey	null Allele: rfa1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RFA2	YNL312W	inviable 	systematic mutation set	large-scale survey	null Allele: rfa2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RFA3	YJL173C	inviable 	systematic mutation set	large-scale survey	null Allele: rfa3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RFC1	YOR217W	inviable 	systematic mutation set	large-scale survey	null Allele: rfc1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RFC2	YJR068W	inviable 	systematic mutation set	large-scale survey	null Allele: rfc2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RFC3	YNL290W	inviable 	systematic mutation set	large-scale survey	null Allele: rfc3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RFC4	YOL094C	inviable 	systematic mutation set	large-scale survey	null Allele: rfc4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RFC5	YBR087W	inviable 	systematic mutation set	large-scale survey	null Allele: rfc5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RFT1	YBL020W	inviable 	systematic mutation set	large-scale survey	null Allele: rft1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RGR1	YLR071C	inviable 	systematic mutation set	large-scale survey	null Allele: rgr1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RHO1	YPR165W	inviable 	systematic mutation set	large-scale survey	null Allele: rho1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RHO3	YIL118W	inviable 	systematic mutation set	large-scale survey	null Allele: rho3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RHO3	YIL118W	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: rho3-Δ	S288C			Dowell RD, et al. (2010) PMID:20413493
RIA1	YNL163C	inviable 	systematic mutation set	large-scale survey	null Allele: ria1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RIB2	YOL066C	inviable 	systematic mutation set	large-scale survey	null Allele: rib2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RIB3	YDR487C	inviable 	systematic mutation set	large-scale survey	null Allele: rib3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RIB5	YBR256C	inviable 	systematic mutation set	large-scale survey	null Allele: rib5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RIB7	YBR153W	inviable 	systematic mutation set	large-scale survey	null Allele: rib7-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RIM2	YBR192W	inviable 	systematic mutation set	large-scale survey	null Allele: rim2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RIO1	YOR119C	inviable 	systematic mutation set	large-scale survey	null Allele: rio1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RIO2	YNL207W	inviable 	systematic mutation set	large-scale survey	null Allele: rio2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RIX1	YHR197W	inviable 	systematic mutation set	large-scale survey	null Allele: rix1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RIX7	YLL034C	inviable 	systematic mutation set	large-scale survey	null Allele: rix7-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RKI1	YOR095C	inviable 	systematic mutation set	large-scale survey	null Allele: rki1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RLI1	YDR091C	inviable 	systematic mutation set	large-scale survey	null Allele: rli1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RLP24	YLR009W	inviable 	systematic mutation set	large-scale survey	null Allele: rlp24-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RLP7	YNL002C	inviable 	systematic mutation set	large-scale survey	null Allele: rlp7-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RMP1	YLR145W	inviable 	systematic mutation set	large-scale survey	null Allele: rmp1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RNA1	YMR235C	inviable 	systematic mutation set	large-scale survey	null Allele: rna1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RNA14	YMR061W	inviable 	systematic mutation set	large-scale survey	null Allele: rna14-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RNA15	YGL044C	inviable 	systematic mutation set	large-scale survey	null Allele: rna15-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RNR2	YJL026W	inviable 	systematic mutation set	large-scale survey	null Allele: rnr2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RNT1	YMR239C	inviable 	systematic mutation set	large-scale survey	null Allele: rnt1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
ROK1	YGL171W	inviable 	systematic mutation set	large-scale survey	null Allele: rok1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
ROM2	YLR371W	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: rom2-Δ	Sigma1278b			Dowell RD, et al. (2010) PMID:20413493
ROT1	YMR200W	inviable 	systematic mutation set	large-scale survey	null Allele: rot1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPA135	YPR010C	inviable 	systematic mutation set	large-scale survey	null Allele: rpa135-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPA190	YOR341W	inviable 	systematic mutation set	large-scale survey	null Allele: rpa190-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPA43	YOR340C	inviable 	systematic mutation set	large-scale survey	null Allele: rpa43-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPB10	YOR210W	inviable 	systematic mutation set	large-scale survey	null Allele: rpb10-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPB11	YOL005C	inviable 	systematic mutation set	large-scale survey	null Allele: rpb11-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPB2	YOR151C	inviable 	systematic mutation set	large-scale survey	null Allele: rpb2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPB3	YIL021W	inviable 	systematic mutation set	large-scale survey	null Allele: rpb3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPB5	YBR154C	inviable 	systematic mutation set	large-scale survey	null Allele: rpb5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPB7	YDR404C	inviable 	systematic mutation set	large-scale survey	null Allele: rpb7-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPB8	YOR224C	inviable 	systematic mutation set	large-scale survey	null Allele: rpb8-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPC10	YHR143W-A	inviable 	systematic mutation set	large-scale survey	null Allele: rpc10-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPC11	YDR045C	inviable 	systematic mutation set	large-scale survey	null Allele: rpc11-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPC17	YJL011C	inviable 	systematic mutation set	large-scale survey	null Allele: rpc17-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPC19	YNL113W	inviable 	systematic mutation set	large-scale survey	null Allele: rpc19-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPC25	YKL144C	inviable 	systematic mutation set	large-scale survey	null Allele: rpc25-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPC31	YNL151C	inviable 	systematic mutation set	large-scale survey	null Allele: rpc31-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPC34	YNR003C	inviable 	systematic mutation set	large-scale survey	null Allele: rpc34-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPC37	YKR025W	inviable 	systematic mutation set	large-scale survey	null Allele: rpc37-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPC40	YPR110C	inviable 	systematic mutation set	large-scale survey	null Allele: rpc40-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPC53	YDL150W	inviable 	systematic mutation set	large-scale survey	null Allele: rpc53-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPC82	YPR190C	inviable 	systematic mutation set	large-scale survey	null Allele: rpc82-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPF1	YHR088W	inviable 	systematic mutation set	large-scale survey	null Allele: rpf1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPF2	YKR081C	inviable 	systematic mutation set	large-scale survey	null Allele: rpf2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPG1	YBR079C	inviable 	systematic mutation set	large-scale survey	null Allele: rpg1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPL10	YLR075W	inviable 	systematic mutation set	large-scale survey	null Allele: rpl10-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPL15A	YLR029C	inviable 	systematic mutation set	large-scale survey	null Allele: rpl15a-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPL17A	YKL180W	inviable 	systematic mutation set	large-scale survey	null Allele: rpl17a-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPL18A	YOL120C	inviable 	systematic mutation set	large-scale survey	null Allele: rpl18a-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPL25	YOL127W	inviable 	systematic mutation set	large-scale survey	null Allele: rpl25-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPL28	YGL103W	inviable 	systematic mutation set	large-scale survey	null Allele: rpl28-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPL3	YOR063W	inviable 	systematic mutation set	large-scale survey	null Allele: rpl3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPL30	YGL030W	inviable 	systematic mutation set	large-scale survey	null Allele: rpl30-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPL32	YBL092W	inviable 	systematic mutation set	large-scale survey	null Allele: rpl32-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPL33A	YPL143W	inviable 	systematic mutation set	large-scale survey	null Allele: rpl33a-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPL42A	YNL162W	inviable 	systematic mutation set	large-scale survey	null Allele: rpl42a-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPL5	YPL131W	inviable 	systematic mutation set	large-scale survey	null Allele: rpl5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPM2	YML091C	inviable 	systematic mutation set	large-scale survey	null Allele: rpm2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPN11	YFR004W	inviable 	systematic mutation set	large-scale survey	null Allele: rpn11-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPN12	YFR052W	inviable 	systematic mutation set	large-scale survey	null Allele: rpn12-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPN2	YIL075C	inviable 	systematic mutation set	large-scale survey	null Allele: rpn2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPN3	YER021W	inviable 	systematic mutation set	large-scale survey	null Allele: rpn3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPN5	YDL147W	inviable 	systematic mutation set	large-scale survey	null Allele: rpn5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPN6	YDL097C	inviable 	systematic mutation set	large-scale survey	null Allele: rpn6-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPN7	YPR108W	inviable 	systematic mutation set	large-scale survey	null Allele: rpn7-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPN8	YOR261C	inviable 	systematic mutation set	large-scale survey	null Allele: rpn8-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPN9	YDR427W	inviable 	systematic mutation set	large-scale survey	null Allele: rpn9-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPO21	YDL140C	inviable 	systematic mutation set	large-scale survey	null Allele: rpo21-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPO26	YPR187W	inviable 	systematic mutation set	large-scale survey	null Allele: rpo26-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPO31	YOR116C	inviable 	systematic mutation set	large-scale survey	null Allele: rpo31-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPP0	YLR340W	inviable 	systematic mutation set	large-scale survey	null Allele: rpp0-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPP1	YHR062C	inviable 	systematic mutation set	large-scale survey	null Allele: rpp1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPR2	YIR015W	inviable 	systematic mutation set	large-scale survey	null Allele: rpr2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPS10A	YOR293W	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: rps10a-Δ	Sigma1278b			Dowell RD, et al. (2010) PMID:20413493
RPS13	YDR064W	inviable 	systematic mutation set	large-scale survey	null Allele: rps13-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPS15	YOL040C	inviable 	systematic mutation set	large-scale survey	null Allele: rps15-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPS2	YGL123W	inviable 	systematic mutation set	large-scale survey	null Allele: rps2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPS20	YHL015W	inviable 	systematic mutation set	large-scale survey	null Allele: rps20-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPS3	YNL178W	inviable 	systematic mutation set	large-scale survey	null Allele: rps3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPS31	YLR167W	inviable 	systematic mutation set	large-scale survey	null Allele: rps31-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPS5	YJR123W	inviable 	systematic mutation set	large-scale survey	null Allele: rps5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPT1	YKL145W	inviable 	systematic mutation set	large-scale survey	null Allele: rpt1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPT2	YDL007W	inviable 	systematic mutation set	large-scale survey	null Allele: rpt2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPT3	YDR394W	inviable 	systematic mutation set	large-scale survey	null Allele: rpt3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPT4	YOR259C	inviable 	systematic mutation set	large-scale survey	null Allele: rpt4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPT5	YOR117W	inviable 	systematic mutation set	large-scale survey	null Allele: rpt5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RPT6	YGL048C	inviable 	systematic mutation set	large-scale survey	null Allele: rpt6-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRB1	YMR131C	inviable 	systematic mutation set	large-scale survey	null Allele: rrb1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRN11	YML043C	inviable 	systematic mutation set	large-scale survey	null Allele: rrn11-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRN3	YKL125W	inviable 	systematic mutation set	large-scale survey	null Allele: rrn3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRN5	YLR141W	inviable 	systematic mutation set	large-scale survey	null Allele: rrn5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRN6	YBL014C	inviable 	systematic mutation set	large-scale survey	null Allele: rrn6-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRN7	YJL025W	inviable 	systematic mutation set	large-scale survey	null Allele: rrn7-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRN9	YMR270C	inviable 	systematic mutation set	large-scale survey	null Allele: rrn9-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRP1	YDR087C	inviable 	systematic mutation set	large-scale survey	null Allele: rrp1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRP12	YPL012W	inviable 	systematic mutation set	large-scale survey	null Allele: rrp12-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRP14	YKL082C	inviable 	systematic mutation set	large-scale survey	null Allele: rrp14-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRP15	YPR143W	inviable 	systematic mutation set	large-scale survey	null Allele: rrp15-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRP17	YDR412W	inviable 	systematic mutation set	large-scale survey	null Allele: rrp17-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRP3	YHR065C	inviable 	systematic mutation set	large-scale survey	null Allele: rrp3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRP36	YOR287C	inviable 	systematic mutation set	large-scale survey	null Allele: rrp36-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRP4	YHR069C	inviable 	systematic mutation set	large-scale survey	null Allele: rrp4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRP42	YDL111C	inviable 	systematic mutation set	large-scale survey	null Allele: rrp42-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRP43	YCR035C	inviable 	systematic mutation set	large-scale survey	null Allele: rrp43-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRP45	YDR280W	inviable 	systematic mutation set	large-scale survey	null Allele: rrp45-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRP46	YGR095C	inviable 	systematic mutation set	large-scale survey	null Allele: rrp46-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRP5	YMR229C	inviable 	systematic mutation set	large-scale survey	null Allele: rrp5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRP7	YCL031C	inviable 	systematic mutation set	large-scale survey	null Allele: rrp7-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRP9	YPR137W	inviable 	systematic mutation set	large-scale survey	null Allele: rrp9-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RRS1	YOR294W	inviable 	systematic mutation set	large-scale survey	null Allele: rrs1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RSA4	YCR072C	inviable 	systematic mutation set	large-scale survey	null Allele: rsa4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RSC3	YDR303C	inviable 	systematic mutation set	large-scale survey	null Allele: rsc3-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RSC4	YKR008W	inviable 	systematic mutation set	large-scale survey	null Allele: rsc4-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RSC58	YLR033W	inviable 	systematic mutation set	large-scale survey	null Allele: rsc58-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RSC6	YCR052W	inviable 	systematic mutation set	large-scale survey	null Allele: rsc6-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RSC8	YFR037C	inviable 	systematic mutation set	large-scale survey	null Allele: rsc8-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RSC9	YML127W	inviable 	systematic mutation set	large-scale survey	null Allele: rsc9-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RSE1	YML049C	inviable 	systematic mutation set	large-scale survey	null Allele: rse1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RSM10	YDR041W	inviable 	systematic mutation set	large-scale survey	null Allele: rsm10-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RSP5	YER125W	inviable 	systematic mutation set	large-scale survey	null Allele: rsp5-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RTP1	YMR185W	inviable 	systematic mutation set	large-scale survey	null Allele: rtp1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RTS2	YOR077W	inviable 	systematic mutation set	large-scale survey	null Allele: rts2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RTT105	YER104W	inviable 	systematic mutation set	large-scale survey	null Allele: rtt105-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RVB1	YDR190C	inviable 	systematic mutation set	large-scale survey	null Allele: rvb1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
RVB2	YPL235W	inviable 	systematic mutation set	large-scale survey	null Allele: rvb2-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SAD1	YFR005C	inviable 	systematic mutation set	large-scale survey	null Allele: sad1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SAH1	YER043C	inviable 	systematic mutation set	large-scale survey	null Allele: sah1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SAM35	YHR083W	inviable 	systematic mutation set	large-scale survey	null Allele: sam35-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SAM50	YNL026W	inviable 	systematic mutation set	large-scale survey	null Allele: sam50-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SAR1	YPL218W	inviable 	systematic mutation set	large-scale survey	null Allele: sar1-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SAS10	YDL153C	inviable 	systematic mutation set	large-scale survey	null Allele: sas10-Δ	S288C			Giaever G, et al. (2002) PMID:12140549
SBH2	YER019C-A	inviable 	systematic mutation set comparison of deletion mutant phenotypes between S288C and Sigma1278b strains	large-scale survey	null Allele: sbh2-Δ	Sigma1278b			Dowell RD, et al. (2010) PMID:20413493
