Name	SGD_Start	SGD_End	5'-UTR_Start	3'-UTR_End	5'-UTR_length	3'-UTR_length	Transcription_level(log2)
YMR282C	835097	833355	835133	832506	36	849	4.781359714
YMR283C	836866	835325	837080	835250	214	75	3.584962501
YMR284W	838186	839994	838141	840095	45	101	2.459431619
YMR285C	841690	840143	841723	840002	33	141	4.426264755
YMR286W	841941	842201	841933	842323	8	122	4.169925001
YMR287C	845344	842435	845392	842223	48	212	2.807354922
YMR288W	845570	848485	845596	848536	Potential_AUG_annotation_error	51	3.700439718
YMR289W	848684	849808	848629	849948	55	140	5.686500527
YMR290W-A	851421	851768		851768		0	-1
YMR290C	851590	850073		849868		205	5.189824559
YMR291W	852629	854389	852561	854565	68	176	3.523561956
YMR292W	854794	855292	854748	855388	46	96	5.832890014
YMR293C	856792	855398	856820	855335	28	63	3.459431619
YMR294W	856965	858086	856957	858257	8	171	3
YMR294W-A	858208	858567					
YMR295C	858889	858296	858931	858123	42	173	
YMR296C	860890	859214	860983	859163	93	51	6.6794801
YMR297W	861921	863519	861843	863627	78	108	7.804131021
YMR298W	863818	864270	863795	864386	23	116	7.154818109
YMR299C	865349	864411	865401	863912	52	499	3.700439718
YMR300C	867090	865558	867207	865519	117	39	7.118941073
YMR301C	869626	867554	869737	867491	111	63	2.584962501
YMR302C	872624	870072	872658	869974	34	98	4.781359714
YMR303C	874336	873290	874384	873286	48	4	
YMR304W	874986	878678	874774	878859	212	181	5.189824559
YMR304C-A	879129	878779					4.523561956
YMR305C	880231	879062	880357	878897	126	165	
YMR306W	881158	886515					
YMR306C-A	886571	886182					
YMR307W	887002	888681	886932	888862	70	181	7.997179481
YMR307C-A	887924	887730		887719		11	
YMR308C	892220	888951	892346	888918	126	33	5.727920455
YMR309C	895425	892987	895489	892827	64	160	4.672425342
YMR310C	896668	895715	896697	895655	29	60	4.727920455
YMR311C	897602	896913	897640	896826	38	87	6.139551352
YMR312W	898404	899225	898384	899336	20	111	4.523561956
YMR313C	901306	899378	901356	899216	50	162	4.727920455
YMR314W	901708	902412	901652	902572	56	160	7.027905997
YMR315W	902799	903848	902728	903947	71	99	7.413627929
YMR315W-A	904285	904392					0
YMR316W	904823	905833	904758	905902	65	69	
YMR316C-A	905971	905660	906032	905014	61	646	
YMR317W	907362	910784					1.584962501
YMR316C-B	907627	907319	908069	907269	442	50	
YMR318C	912141	911059	912252	910922	111	137	7.22881869
YMR319C	914536	912878	914717	912675	181	203	5.087462841
YMR320W	916744	917049		917472		423	-1
YMR321C	917894	917577					
YMR322C	919077	918364					
YMR323W	920086	921399					
YMR324C	922442	922200					
YMR325W	922639	923013					
YMR326C	923800	923492					1.584962501
YNL339W-B	734	1216					
YNL339W-A	1517	2092					
YNL339C	6098	371					
YNL338W	6561	6719					
YNL337W	7165	7419					
YNL336W	8330	9475					
YNL335W	11452	12129					
YNL334C	12876	12208					
YNL333W	13267	14163					
YNL332W	14832	15854					
YNL331C	17248	16118	17408	16054	160	64	3.95419631
YNL330C	19302	18001	19354	17966	52	35	4.614709844
YNL329C	22633	19541	22720	19504	87	37	3.64385619
YNL328C	23274	22834					1
YNL327W	24047	27172	24014	27291	33	119	5.754887502
YNL326C	28346	27336	28396	27183	50	153	4.169925001
YNL324W	31049	31444					
YNL325C	31377	28738		28682		56	2.584962501
YNL323W	31943	33187	31891	33331	52	144	4.044394119
YNL322C	34234	33293	34259	33266	25	27	6.577428828
YNL321W	34695	37421		37421		0	3.321928095
YNL320W	37699	38553	37640	38658	59	105	
YNL319W	38641	39081					
YNL318C	40328	38706	40233	38609	Potential_AUG_annotation_error	97	
YNL317W	40618	42015	40585	42091	33	76	
YNL316C	43074	42070	43131	42060	57	10	
YNL315C	44279	43323	44289	43267	10	56	5.321928095
YNL314W	44446	45213	44425	45299	21	86	
YNL313C	48021	45307	48029	45248	8	59	
YNL312W	48286	49215	48265	49300	21	85	5.189824559
YNL311C	51687	49396					3.169925001
YNL310C	52430	51906	52454	51852	24	54	5.044394119
YNL309W	52661	53923	52583	54114	78	191	1.584962501
YNL308C	55896	54121	55934	54004	38	117	4.614709844
YNL307C	57573	56446	57740	56124	167	322	5.523561956
YNL306W	58155	58808	58136	58901	19	93	
YNL305C	59791	58898	59823	58830	32	68	
YNL304W	60297	61550	60277	61672	20	122	
YNL303W	61510	61857		61870		13	9.259743264
YNL302C	62943	61958	62958	61863	15	95	
YNL301C	64562	63570	64596	63436	34	134	
YNL300W	65744	66052	65651	66309	93	257	5.906890596
YNL299W	66517	68445	66534	68527	Potential_AUG_annotation_error	82	2.321928095
YNL298W	68915	71443	68779	71621	136	178	3.584962501
YNL296W	76273	76587		76600		13	
YNL297C	76583	71673		71467		206	5
YNL295W	76946	78520	76828	78675	118	155	3.459431619
YNL294C	80260	78659	80425	78516	165	143	5.832890014
YNL293W	80640	82541	80584	82631	56	90	3.857980995
YNL292W	82806	84017	82805	84017	1	0	5.321928095
YNL291C	85815	84169	86032	84079	217	90	3.754887502
YNL290W	86218	87240	85995	87330	223	90	5.285402219
YNL289W	87897	88736	87802	88870	95	134	3.807354922
YNL288W	90303	91424	90161	91562	142	138	4.523561956
YNL287W	91994	94801	91804	95037	190	236	6.6794801
YNL286W	95223	96080	95093	96156	130	76	
YNL285W	96173	96544					
YNL284C	104102	103134	104072	103082	Potential_AUG_annotation_error	52	5.108524457
YNL283C	106695	105184	106772	105154	77	30	5.965784285
YNL282W	107687	108274					2.584962501
YNL281W	108467	108928	108437	109090	30	162	6.636624621
YNL280C	110411	109095	110486	109013	75	82	6.247927513
YNL279W	110917	112902					1
YNL278W	113271	116453					0
YNL277W-A	116679	116867					1
YNL277W	117349	118809	117048	118900	301	91	
YNL276C	118826	118431	118922	118384	96	47	
YNL275W	119268	120998	119227	121082	41	84	3.754887502
YNL274C	122170	121118	122224	121039	54	79	5.087462841
YNL273W	122883	126599					2
YNL272C	129084	126805	129182	126695	98	110	3.584962501
YNL271C	135384	129523	135645	129381	261	142	4.426264755
YNL270C	137662	135941					0
YNL269W	137700	138095					0
YNL268W	138551	140386	138502	140601	49	215	5.599912842
YNL267W	140879	144079	140812	144212	67	133	
YNL266W	144246	144665					
YNL265C	145282	144281	145345	144065	63	216	
YNL264C	146616	145564	146656	145426	40	138	5.285402219
YNL263C	147841	146897	147986	146794	145	103	6.303780748
YNL262W	148213	154881	148244	155031	Potential_AUG_annotation_error	150	4.672425342
YNL261W	155101	156540	154906	156806	195	266	4.857980995
YNL260C	157456	156860		156526		334	3.321928095
YNL259C	157866	157645	157901	157579	35	66	6.209453366
YNL258C	160374	158110		158017		93	4.95419631
YNL257C	164321	160632	164423	160582	102	50	4.459431619
YNL256W	164624	167098	164538	167157	86	59	7.618385502
YNL255C	167791	167330	167805	167071	14	259	9.176173149
YNL254C	169249	168044	169323	167971	74	73	3.087462841
YNL253W	170019	171287	170007	171419	12	132	3.700439718
YNL252C	172287	171442	172298	171326	11	116	4.832890014
YNL251C	174316	172589	174574	172534	258	55	5
YNL250W	175411	179349	175422		Potential_AUG_annotation_error		
YNL249C	181023	179395	181121	178870	98	525	
YNL248C	182609	181362	182649	181167	40	195	5.62935662
YNL247W	182876	185179	182859	185291	17	112	7.016808288
YNL246W	185461	186350	185436	186629	25	279	
YNL245C	186886	186347	186899	185747	13	600	
YNL244C	187497	187171	187522	187050	25	121	8.036173613
YNL243W	188052	190958	188002	191019	50	61	5.686500527
YNL242W	191325	196103		196299		196	1
YNL241C	197944	196427	198019	196248	75	179	6.357552005
YNL240C	199978	198503	200155	198413	177	90	5.108524457
YNL239W	200570	201934	200465	202029	105	95	5.714245518
YNL238W	202429	204873	202169	204991	260	118	4.321928095
YNL237W	205189	206568					0
YNL236W	206931	209855					
YNL235C	209980	209549	209955	209149	Potential_AUG_annotation_error	400	
YNL234W	210234	211514	210203	211588	31	74	2.321928095
YNL233W	211923	214601	211880	214677	43	76	4.044394119
YNL232W	214924	215802	214898	215868	26	66	5.06608919
YNL231C	217043	215988	217307	215934	264	54	6.06608919
YNL230C	218663	217524	218747	217068	84	456	2.584962501
YNL229C	220202	219138	220411	219010	209	128	3.523561956
YNL228W	220646	221422					
YNL226W	222240	222650					
YNL227C	222432	220660		220612		48	
YNL225C	224470	222725					
YNL224C	227100	224797	227176	224697	76	100	3.321928095
YNL223W	227371	228855	227384	228919	Potential_AUG_annotation_error	64	3.321928095
YNL222W	229095	229715	229057	229754	38	39	4.491853096
YNL221C	233696	231069	233764	230944	68	125	4.700439718
YNL220W	234414	235715	234328	235810	86	95	7.285402219
YNL219C	237664	235997	237781	234805	117	1192	4.781359714
YNL218W	238239	240002	237994	240008	245	6	3.169925001
YNL217W	240332	241312	240303	241417	29	105	7.055282436
YNL216W	241690	244173	241611	244302	79	129	2.906890596
YNL215W	244469	245431	244410	245475	59	44	5.727920455
YNL214W	245618	246217	245596	246478	22	261	3
YNL213C	247105	246461	247208	246388	103	73	4.459431619
YNL212W	247462	249810	247397	249915	65	105	5.169925001
YNL211C	250316	250056	250363	249846	47	210	3.169925001
YNL210W	250932	251744					0
YNL209W	252060	253901	252036	254022	24	121	7.754887502
YNL208W	254419	255018	254385	255112	34	94	7.861086906
YNL207W	255354	256631	255227	256802	127	171	5.189824559
YNL206C	258156	256789		256706		83	3.459431619
YNL205C	258578	258156					
YNL204C	259278	258376					
YNL202W	259579	260457		260570		113	4.95419631
YNL203C	260051	259440					0
YNL201C	263204	260628	263306	260458	102	170	4.247927513
YNL200C	264454	263714	264556	263655	102	59	6.294620749
YNL199C	266531	264927		264760		167	6.033423002
YNL198C	266817	266515	266689	265657	Potential_AUG_annotation_error	858	
YNL197C	269594	267609	269944	266943	350	666	4.247927513
YNL196C	271172	270276					1
YNL195C	272309	271524		271432		92	3.64385619
YNL194C	273616	272711					2.459431619
YNL193W	274369	276045	274315	276095	54	50	4.247927513
YNL192W	276503	279898	276386	280002	117	104	6.238404739
YNL191W	280433	281506	280388	281593	45	87	5.523561956
YNL190W	282396	283010	282126	283553	270	543	5.845490051
YNL189W	284261	285889	284067	286017	194	128	5.442943496
YNL188W	286309	287610	286267	287637	42	27	5.189824559
YNL187W	287996	289069	287760	289192	236	123	2.584962501
YNL186W	289500	291878	289264	291986	236	108	4.087462841
YNL185C	292671	292195	292770	292090	99	105	4.459431619
YNL184C	292885	292559	292844	292198	Potential_AUG_annotation_error	361	
YNL183C	295511	293139	295704	293044	193	95	4.554588852
YNL182C	297629	295962	297688	295895	59	67	4.392317423
YNL181W	298337	299560	298276	299676	61	116	
YNL180C	300651	299656		299631		25	
YNL179C	301105	300668	301125	299713	20	955	
YNL178W	302682	303404	302662	303469	20	65	10.38100211
YNL177C	304617	303688	304648	303527	31	161	4.672425342
YNL176C	306982	305072	307157	304907	175	165	3.807354922
YNL174W	308076	308648		308648		0	
YNL175C	308614	307403		307313		90	6.426264755
YNL173C	310059	308959	310100	308884	41	75	4
YNL172W	310638	315884	310547	316153	91	269	
YNL170W	315980	316375					
YNL171C	315999	315631					
YNL169C	317673	316171	317764	316136	91	35	
YNL168C	318811	318032	318850	317893	39	139	5.700439718
YNL167C	321361	319418	321701	319411	340	7	5.044394119
YNL166C	323567	322221	323584	322157	17	64	4.426264755
YNL165W	323834	325054	323769	325204	65	150	4.247927513
YNL164C	326322	325267	326487	325202	165	65	4
YNL163C	330075	326743	330136	326639	61	104	3.321928095
YNL162W-A	330331	330549	330222	330916	109	367	2.169925001
YNL162W	331324	332156	331302	332246	22	90	8.312882955
YNL161W	332599	334869	332426	334937	173	68	4.584962501
YNL160W	336547	337611	336491	337817	56	206	7.189824559
YNL159C	339349	338480	339371	338170	22	310	4
YNL158W	339614	340210	339555	340598	59	388	2.906890596
YNL157W	340354	340860	340225	340934	129	74	6.768184325
YNL156C	341970	341071	342142	340969	172	102	6.366322214
YNL155W	342518	343342	342389	343474	129	132	6.8008999
YNL154C	345278	343638	345596	343434	318	204	5.22881869
YNL153C	346060	345671	346084	345483	24	188	5.672425342
YNL152W	346315	347544	346297	348412	18	868	3.169925001
YNL151C	348523	347768	348572	347678	49	90	4.129283017
YNL150W	349253	349660					
YNL149C	349758	349369	349797	349266	39	103	
YNL148C	350673	349909	350713	349764	40	145	4
YNL147W	350942	351385	350726	351450	216	65	
YNL146C-A	351582	351388					
YNL146W	351717	352019					0
YNL145W	352416	352532	352379	352707	37	175	8.353146825
YNL144W-A	353063	353146					
YNL144C	355044	352822	355206	352776	162	46	3.754887502
YNL143C	357188	356796					1
YNL142W	357455	358954	357100	359051	355	97	2.700439718
YNL141W	359598	360641	359542	360767	56	126	5.357552005
YNL140C	361488	360919		360746		173	
YNL139C	365719	360926					
YNL138W-A	366035	366414	365974	366501	61	87	5.285402219
YNL138W	366743	368323	366717	368477	26	154	6.06608919
YNL137C	370057	368597	370152	368396	95	201	6.409390936
YNL136W	370370	371647	370356	371775	14	128	4.129283017
YNL135C	372228	371884	372247	371686	19	198	9.68474862
YNL134C	373583	372453	373650	372425	67	28	6.392317423
YNL133C	374694	374173					1
YNL132W	375323	378493	375231	378565	92	72	4.285402219
YNL131W	378769	379227	378553	379548	216	321	6.392317423
YNL130C	380833	379560	380869	379488	36	72	5
YNL130C-A	381393	381247					1.584962501
YNL129W	381482	382204	381388	382322	94	118	5.554588852
YNL128W	382361	383665					1.584962501
YNL127W	383989	386850	383942	387122	47	272	3.321928095
YNL126W	387229	389769		389869		100	2
YNL125C	392169	390148	392188	390056	19	92	4
YNL124W	392894	394372	392813	394550	81	178	3.392317423
YNL123W	394687	397680	394581	397746	106	66	3.523561956
YNL122C	398372	398025	398350	397915	Potential_AUG_annotation_error	110	5.942514505
YNL121C	400539	398686	400588	398587	49	99	5.285402219
YNL119W	401042	402523		402656		133	2.169925001
YNL120C	401520	401035					
YNL118C	405566	402654	405621	402550	55	104	6.820178962
YNL117W	406360	408024					1.584962501
YNL116W	408343	409911	408294	410076	49	165	2
YNL115C	412055	410121	412088	409986	33	135	3.169925001
YNL113W	412773	413201		413373		172	6.118941073
YNL114C	413057	412686					
YNL112W	413641	416283	413608	416410	33	127	6.247927513
YNL111C	417304	416942	417339	416705	35	237	4.044394119
YNL110C	418490	417828	418554	417730	64	98	6.011227255
YNL109W	418966	419511					
YNL108C	419828	419016	419850	418881	22	135	
YNL107W	420100	420780	420057	420944	43	164	4
YNL105W	424157	424585					
YNL106C	424497	420946		420814		132	2.584962501
YNL103W-A	426721	426810		426953		143	
YNL104C	426756	424897		424793		104	6.6794801
YNL103W	427737	429755	427578	429837	159	82	4.554588852
YNL102W	430089	434495	430063	434557	26	62	4.459431619
YNL101W	435001	437142	434826	437335	175	193	3.807354922
YNL100W	437615	438319	437572	438437	43	118	4.672425342
YNL099C	439285	438569	439319	438333	34	236	5.087462841
YNL098C	440572	439604		439507		97	7.599912842
YNL097C-B	440921	440799	441022	439628	101	1171	3.321928095
YNL097W-A	441433	441588					
YNL097C	442360	441368	442493	441165	133	203	
YNL096C	444317	443400	444358	443230	41	170	9.240791332
YNL095C	446842	444914	446902	444653	60	261	2.459431619
YNL094W	447613	449376	447345	449429	268	53	5.475733431
YNL093W	449870	450532	449800	450633	70	101	1.584962501
YNL092W	450873	452075	450742	452114	131	39	3.247927513
YNL091W	452410	456132	452246	456207	164	75	4.087462841
YNL090W	456567	457145	456418	457260	149	115	
YNL089C	457171	456695					
YNL088W	457706	461992	457644	462101	62	109	3.95419631
YNL087W	462413	465949	462226	466128	187	179	5.044394119
YNL086W	466336	466644		466683		39	4.584962501
YNL085W	467133	469625	466883	469900	250	275	5.459431619
YNL084C	471104	470055	471159	469998	55	57	6.686500527
YNL083W	471379	473016	471364	473172	15	156	3.523561956
YNL082W	473392	476013	473343	476098	49	85	3.392317423
YNL081C	476620	476189	476668	476030	48	159	6.285402219
YNL080C	478033	476933	478122	476854	89	79	3.169925001
YNL079C	479166	478567	479197	478410	31	157	6.95419631
YNL078W	479769	480992	479730	481131	39	139	4.491853096
YNL077W	481392	482978	481282	483007	110	29	6.64385619
YNL076W	483557	485311	483332	485349	225	38	3.700439718
YNL075W	485608	486480	485529	486694	79	214	4.491853096
YNL074C	488125	486767	488163	486701	38	66	5.475733431
YNL073W	488387	490117	488386	490195	1	78	4
YNL072W	490318	491241	490296	491310	22	69	3.584962501
YNL071W	491524	492972	491491	493129	33	157	7.882643049
YNL070W	493367	493549	493304	493685	63	136	8.266786541
YNL069C	495002	493957	495008	493825	6	132	9.281930027
YNL068C	498290	495702	498415	495552	125	150	3.700439718
YNL067W-A	498539	498685					0
YNL067W-B	499418	499558					0
YNL067W	499682	500257	499659	500435	23	178	7.383704292
YNL066W	501516	502778	501157	502975	359	197	6.813781191
YNL065W	503725	505485	503609	506117	116	632	4.357552005
YNL064C	507098	505869	507294	505771	196	98	8.364134655
YNL063W	507759	508703	507609	508795	150	92	
YNL062C	510213	508777					
YNL061W	510541	512397	510499	512534	42	137	5.06608919
YNL059C	514936	512669	514954	512662	18	7	6.129283017
YNL057W	516404	516736		516767		31	
YNL058C	516714	515764		515659		105	5.426264755
YNL056W	517250	517843	517174	517923	76	80	5.339850003
YNL055C	518846	517995	518887	517957	41	38	8.905387005
YNL054W	526087	529584					2.584962501
YNL053W	529943	531412	529614	531539	329	127	3
YNL052W	531726	532187	531690	532443	36	256	6.741466986
YNL051W	532660	533871	532566	533911	94	40	5.882643049
YNL050C	534983	534080	535010	534025	27	55	3.584962501
YNL049C	537912	535282	537952	535196	40	86	5.375039431
YNL048W	538174	539820	538165	539921	9	101	
YNL047C	541882	539912	542060	539843	178	69	
YNL046W	542305	542823	542212	542978	93	155	4.906890596
YNL045W	542964	544979		545047		68	5.754887502
YNL044W	545269	545878	545210	546040	59	162	
YNL043C	545910	545590					
YNL042W-B	547114	547371					0
YNL042W	548101	549291	548034	549401	67	110	3.906890596
YNL041C	551988	549469	552235	549311	247	158	4.523561956
YNL040W	553381	554751	553342	554908	39	157	4.491853096
YNL039W	555049	556833		556887		54	4.129283017
YNL038W	557021	557784	557010	557869	11	85	4.857980995
YNL037C	559003	557921	559117	557822	114	99	6.845490051
YNL036W	559815	560480	559763	560591	52	111	4.754887502
YNL035C	569692	568523	569749	568328	57	195	4.129283017
YNL034W	570478	572316					
YNL033W	573000	573854					
YNL032W	574507	575352	574378	575617	129	265	5.523561956
YNL031C	576051	575641	576076	575414	25	227	9.411510988
YNL030W	576728	577039	576672	577217	56	178	8.722807531
YNL028W	578680	578997					0
YNL029C	578774	577206		577167		39	4.426264755
YNL027W	579581	581617	579409	581704	172	87	4.209453366
YNL026W	581921	583375	581905	583499	16	124	3.700439718
YNL025C	585292	584321	585357	584265	65	56	4.321928095
YNL024C-A	586821	586603	586892	586360	71	243	5.741466986
YNL024C	587848	587108	587858	587010	10	98	3
YNL023C	591161	588264	591200	588090	39	174	5.169925001
YNL022C	592900	591428	592910	591359	10	69	4.491853096
YNL021W	593228	595348	593156	595569	72	221	3.700439718
YNL020C	597540	595624	597578	595495	38	129	3
YNL019C	599231	598377					
YNL018C	601775	599937					
YNL017C	602477	602139					
YNL016W	602908	604269	602755	604764	153	495	6.257387843
YNL015W	605385	605612	605352	605714	33	102	7.113742166
YNL014W	606320	609454					
YNL013C	609511	609134					
YNL012W	609687	611666	609484	611835	203	169	3.523561956
YNL011C	613171	611837	613447	611777	276	60	3.64385619
YNL010W	613636	614361	613596	614462	40	101	8.310612782
YNL009W	614822	616084					4.426264755
YNL008C	618221	616212					3.95419631
YNL007C	619567	618509	619688	618476	121	33	9.008428622
YNL006W	620069	620980	620041	621160	28	180	6.636624621
YNL005C	622430	621315	622476	621238	46	77	5.087462841
YNL004W	622917	624623	622900	624754	17	131	5.108524457
YNL003C	625831	624977	625871	624812	40	165	4.95419631
YNL002C	627144	626176	627173	626128	29	48	7.438791853
YNL001W	627458	628618	627394	628691	64	73	5.426264755
YNR001C	631063	629624	631167	629524	104	100	6.832890014
YNR001W-A	631265	631483					0
YNR002C	633858	633010		632830		180	3.169925001
YNR003W-A	634422	634520					
YNR003C	635299	634346	635325	634271	26	75	
YNR004W	635945	636385	635838	636745	107	360	2.584962501
YNR006W	636988	638856	636957	639044	31	188	4.357552005
YNR005C	637337	636933					
YNR007C	640116	639184	640151	638059	35	1125	3.523561956
YNR008W	640398	642383	640357	642533	41	150	2.807354922
YNR009W	642692	643441	642545	643596	147	155	3.807354922
YNR010W	643746	644195	643722	644281	24	86	3.95419631
YNR011C	646952	644322	647052	644318	100	4	4.357552005
YNR012W	647434	648939	647341	649020	93	81	
YNR013C	651714	649030	651749	648951	35	79	
YNR014W	652467	653105	652287	653261	180	156	4.672425342
YNR015W	653389	654543	653380	654582	9	39	3.392317423
YNR016C	661376	654675	661921	654595	545	80	6.826548487
YNR017W	662915	663583	662706	663723	209	140	5.882643049
YNR018W	664272	664946	664227	665069	45	123	5.357552005
YNR019W	665341	667269	665316	667361	25	92	2
YNR020C	668224	667412	668268	667326	44	86	1.584962501
YNR021W	668379	669593	668358	669779	21	186	6.076815597
YNR022C	670195	669776	670216	669688	21	88	6.044394119
YNR023W	670420	672120	670395	672192	25	72	3.64385619
YNR024W	672411	672971	672334	673037	77	66	
YNR025C	673063	672704					
YNR026C	674691	673276	674750	673004	59	272	4.169925001
YNR027W	674925	675878	674892	676126	33	248	4.700439718
YNR028W	676179	677105		677197		92	
YNR029C	678490	677201	678519	677140	29	61	
YNR030W	678801	680456	678731	680605	70	149	5.686500527
YNR031C	685435	680696	685533	680535	98	161	3.857980995
YNR032W	686012	687118	685934	687169	78	51	5.857980995
YNR032C-A	687466	687245	687495	687167	29	78	5.189824559
YNR033W	687637	690000	687599	690054	38	54	3.700439718
YNR034W	690323	691288	690246	691525	77	237	4.129283017
YNR034W-A	692563	692859	692516	692962	47	103	7.985841937
YNR035C	694049	693021	694070	692975	21	46	7.044394119
YNR036C	694824	694363	694833	694225	9	138	6.686500527
YNR037C	695329	695054	695346	694964	17	90	6.169925001
YNR038W	695597	697486	695584	697635	13	149	4
YNR039C	699433	697616	699481	696925	48	691	4.357552005
YNR040W	699692	700462	699665	700519	27	57	
YNR042W	701240	701668					
YNR041C	701661	700543	701687	700523	26	20	
YNR043W	701897	703087	701883	703230	14	143	6.686500527
YNR044W	703701	705878	703670	705944	31	66	3.95419631
YNR045W	706141	707610	706034	707650	107	40	3.906890596
YNR046W	707790	708197	707752	708311	38	114	6.169925001
YNR047W	708525	711206	708470	711263	55	57	3
YNR048W	711632	712813	711220	713002	412	189	3.523561956
YNR049C	713657	713025	713696	712912	39	113	4.392317423
YNR050C	715390	714050	715496	713962	106	88	5.375039431
YNR051C	718329	716782	719041	716768	712	14	5.285402219
YNR052C	720649	719348	720745	719315	96	33	6.108524457
YNR053C	723113	721122	723145	721033	32	89	4.930737338
YNR054C	724307	723357	724331	723322	24	35	4.614709844
YNR055C	730187	728427	730428	728348	241	79	5.044394119
YNR056C	733303	731618					0
YNR057C	734069	733356		733255		101	
YNR058W	734291	735733		735754		21	2.169925001
YNR059W	736803	738545	736755	738615	48	70	4.044394119
YNR060W	739951	742110	739926	742179	25	69	2.700439718
YNR061C	743540	742881	743628	742596	88	285	5.930737338
YNR062C	745343	744360					2.321928095
YNR063W	746943	748766					1.584962501
YNR064C	750008	749136		749079		57	3.169925001
YNR065C	753700	750350	753741	750294	41	56	2.807354922
YNR066C	755035	753725					
YNR067C	759099	755746	759146	755664	47	82	5.14974712
YNR068C	760885	760067	760957	759828	72	239	3.087462841
YNR069C	762592	761123					2.584962501
YNR070W	765375	769376	765578	770070	Potential_AUG_annotation_error	694	3.459431619
YNR071C	771468	770440					1.584962501
YNR072W	772657	774351					0
YNR073C	776300	774792					
YNR074C	778738	777602	778875	777533	137	69	3.321928095
YNR075W	779916	781040					2
YNR075C-A	781603	781511					2.321928095
YNR076W	781918	782280					
YNR077C	783541	783287					
YOL166W-A	585	740					
YOL166C	1338	1000					
YOL165C	2078	1647					
YOL164W-A	4130	4312	4063	4715	67	403	3.169925001
YOL164W	6175	8115	6119	8529	56	414	3.64385619
YOL163W	9596	10105	9459	10457	137	352	
YOL162W	10118	10765					0
YOL161C	11910	11548					
YOL160W	14312	14653					2
YOL159C-A	15504	15232	15612	14728	108	504	3.64385619
YOL159C	17795	17280	17843	17269	48	11	5.169925001
YOL158C	21310	19490	21333	19363	23	127	6.754887502
YOL157C	24293	22524					
YOL156W	25272	26975					
YOL155W-A	27083	27217					
YOL155C	31605	28702					
YOL154W	34657	35406	34382	35476	275	70	3.459431619
YOL152W	40747	42609	40554	42715	193	106	3.087462841
YOL151W	43693	44721	43622	44739	71	18	
YOL150C	44783	44472					
YOL149W	44937	45632	44909	45697	28	65	5.491853096
YOL148C	47573	45759	47613	45738	40	21	4.857980995
YOL147C	48642	47932	48715	47805	73	127	4.523561956
YOL146W	48863	49447	48837	49506	26	59	4.614709844
YOL145C	52787	49554	52837	49459	50	95	5.906890596
YOL144W	53097	54551	53018	54592	79	41	
YOL143C	55103	54594	55151	54544	48	50	
YOL142W	55557	56279	55534	56330	23	51	4
YOL141W	56451	58538					0
YOL140W	58759	60030	58753	60090	6	60	2
YOL139C	61024	60383	61087	60291	63	92	7.417852515
YOL138C	65350	61325	65414	61276	64	49	2
YOL137W	65621	67114	65439	68413	182	1299	3
YOL136C	68754	67561	68960	67254	206	307	2
YOL135C	70044	69376	70085	69341	41	35	3.807354922
YOL133W	70325	70690		70977		287	3.700439718
YOL134C	70545	70156					0
YOL132W	71300	72715		72715		0	2.321928095
YOL131W	73031	73357					0
YOL130W	74400	76979	74245	77335	155	356	5.06608919
YOL129W	77560	78114	77530	78263	30	149	7.027905997
YOL128C	79479	78352	79547	78218	68	134	2.807354922
YOL127W	80348	81190	80335	81271	13	81	11.72940832
YOL126C	82920	81787	83090	81577	170	210	5.807354922
YOL125W	83834	85264	83763	85276	71	12	4.087462841
YOL124C	86757	85456	86790	85401	33	55	5.781359714
YOL123W	87844	89448	87484	89574	360	126	6.22881869
YOL122C	91419	89692	91505	89493	86	199	5.022367813
YOL121C	92850	92026	92898	91972	48	54	
YOL120C	94402	93395	94421	93324	19	71	
YOL119C	96361	94856	96386	94736	25	120	2.807354922
YOL118C	96916	96608					-1
YOL117W	97551	99488					2.459431619
YOL116W	99809	100957	99677	101369	132	412	4.491853096
YOL115W	101475	103229					
YOL114C	103925	103317	103932	103303	7	14	
YOL113W	104326	106293	104279	106391	47	98	4
YOL112W	106710	108188	106562	108288	148	100	
YOL111C	108896	108258	109032	108228	136	30	
YOL110W	109176	109889	109125	110022	51	133	4.169925001
YOL109W	110297	110638	110258	110794	39	156	10.81097322
YOL108C	111886	111431	111918	111226	32	205	3.754887502
YOL107W	112102	113130	112035	113180	67	50	
YOL106W	113226	113579		113579		0	
YOL105C	115808	114138	116071	114009	263	129	2.807354922
YOL104C	117454	116396	117678	116297	224	99	2.321928095
YOL103W	124001	125830	123795	125977	206	147	5.189824559
YOL102C	126689	125997	126734	125901	45	96	3.906890596
YOL101C	127920	126982	127960	126928	40	54	3.169925001
YOL100W	129237	132482	129029	132529	208	47	
YOL099C	132508	132017					
YOL098C	135838	132725	135913	132480	75	245	6.098032083
YOL097W-A	136220	136405	135999	136772	221	367	3.754887502
YOL097C	137825	136527	137851	136414	26	113	6.918863237
YOL096C	139045	138107	139076	138015	31	92	3.64385619
YOL095C	141347	139227		139169		58	2.807354922
YOL094C	142555	141584	142561	141536	6	48	4.044394119
YOL093W	142815	143696	142783	143754	32	58	3.169925001
YOL092W	144204	145130	144182	145173	22	43	5.247927513
YOL091W	145334	147163					0
YOL090W	147382	150276	147336	150345	46	69	4.807354922
YOL089C	153490	150398	153573	150305	83	93	4.247927513
YOL088C	154745	153912	154821	153789	76	123	4.727920455
YOL087C	158637	155287	158887	155181	250	106	4.832890014
