#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YMR035W_CDS	GENE_YMR035W_CDS	YMR035W_id001	protein_coding	0	1	0	80	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	1	40
YMR035W_CDS	GENE_YMR035W_CDS	YMR035W_id002	protein_coding	0	1	0	80	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	1	40
YMR036C_CDS	GENE_YMR036C_CDS	YMR036C_id001	protein_coding	0	8	5	70	0	0	0	0	37	0	0	0	5	0	0	0	0	0	0	0	0	8	33
YMR036C_CDS	GENE_YMR036C_CDS	YMR036C_id003	protein_coding	0	8	5	70	0	0	0	0	37	0	0	0	5	0	0	0	0	0	0	0	0	8	33
YMR037C_CDS	GENE_YMR037C_CDS	YMR037C_id001	protein_coding	0	14	2	68	0	0	0	0	39	0	0	0	2	0	0	0	0	0	0	0	0	14	29
YMR038C_CDS	GENE_YMR038C_CDS	YMR038C_id001	protein_coding	0	3	2	70	0	0	0	0	39	0	0	0	2	0	0	0	0	0	0	0	0	3	31
YMR038C_CDS	GENE_YMR038C_CDS	YMR038C_id003	protein_coding	0	3	2	70	0	0	0	0	39	0	0	0	2	0	0	0	0	0	0	0	0	3	31
YMR039C_CDS	GENE_YMR039C_CDS	YMR039C_id001	protein_coding	0	0	0	67	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	33
YMR039C_CDS	GENE_YMR039C_CDS	YMR039C_id003	protein_coding	0	0	0	67	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	33
YMR040W_CDS	GENE_YMR040W_CDS	YMR040W_id001	protein_coding	0	2	1	54	0	0	0	0	26	0	0	0	1	0	0	0	1	0	0	0	1	1	28
YMR040W_CDS	GENE_YMR040W_CDS	YMR040W_id002	protein_coding	0	2	1	54	0	0	0	0	26	0	0	0	1	0	0	0	1	0	0	0	1	1	28
YMR041C_CDS	GENE_YMR041C_CDS	YMR041C_id001	protein_coding	0	6	1	57	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	6	27
YMR041C_CDS	GENE_YMR041C_CDS	YMR041C_id005	protein_coding	0	6	1	57	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	6	27
YMR042W_CDS	GENE_YMR042W_CDS	YMR042W_id001	protein_coding	0	2	0	53	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	2	32
YMR042W_CDS	GENE_YMR042W_CDS	YMR042W_id003	protein_coding	0	2	0	53	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	2	32
YMR043W_CDS	GENE_YMR043W_CDS	YMR043W_id001	protein_coding	0	2	1	49	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	2	32
YMR043W_CDS	GENE_YMR043W_CDS	YMR043W_id010	protein_coding	0	2	1	49	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	2	32
YMR044W_CDS	GENE_YMR044W_CDS	YMR044W_id001	protein_coding	0	7	5	28	0	0	1	0	4	0	0	0	4	0	0	0	0	0	0	0	0	7	24
YMR044W_CDS	GENE_YMR044W_CDS	YMR044W_id004	protein_coding	0	7	5	28	0	0	1	0	4	0	0	0	4	0	0	0	0	0	0	0	0	7	24
YMR045C_CDS	GENE_YMR045C_CDS	YMR045C_transposable_element	protein_coding	0	1	4	57	0	0	0	0	26	0	0	0	4	0	0	0	0	0	0	0	0	1	31
YMR046C_CDS	GENE_YMR046C_CDS	YMR046C_transposable_element	protein_coding	0	1	3	41	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	1	31
YMR046W-A_CDS	GENE_YMR046W-A_CDS	YMR046W-A_id001	protein_coding	0	0	2	39	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	0	6
YMR047C_CDS	GENE_YMR047C_CDS	YMR047C_id001	protein_coding	0	6	4	71	0	0	0	0	17	0	0	0	4	0	0	0	0	0	0	0	0	6	54
YMR047C_CDS	GENE_YMR047C_CDS	YMR047C_id003	protein_coding	0	6	4	71	0	0	0	0	17	0	0	0	4	0	0	0	0	0	0	0	0	6	54
YMR048W_CDS	GENE_YMR048W_CDS	YMR048W_id001	protein_coding	0	7	8	87	0	0	1	2	60	0	0	0	5	0	0	0	0	0	0	0	0	7	27
YMR048W_CDS	GENE_YMR048W_CDS	YMR048W_id009	protein_coding	0	7	8	87	0	0	1	2	60	0	0	0	5	0	0	0	0	0	0	0	0	7	27
YMR049C_CDS	GENE_YMR049C_CDS	YMR049C_id001	protein_coding	0	9	4	77	0	0	0	0	35	0	0	0	4	0	0	0	0	0	0	0	0	9	42
YMR049C_CDS	GENE_YMR049C_CDS	YMR049C_id002	protein_coding	0	9	4	77	0	0	0	0	35	0	0	0	4	0	0	0	0	0	0	0	0	9	42
YMR050C_CDS	GENE_YMR050C_CDS	YMR050C_transposable_element	protein_coding	0	0	0	81	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	25
YMR051C_CDS	GENE_YMR051C_CDS	YMR051C_transposable_element	protein_coding	0	0	0	36	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	25
YMR052C-A_CDS	GENE_YMR052C-A_CDS	YMR052C-A_id001	protein_coding	1	1	1	30	1	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	1	14
YMR052C-A_CDS	GENE_YMR052C-A_CDS	YMR052C-A_id002	protein_coding	1	1	1	30	1	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	1	14
YMR052W_CDS	GENE_YMR052W_CDS	YMR052W_id001	protein_coding	0	2	1	29	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	2	13
YMR052W_CDS	GENE_YMR052W_CDS	YMR052W_id002	protein_coding	0	2	1	29	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	2	13
YMR053C_CDS	GENE_YMR053C_CDS	YMR053C_mRNA	protein_coding	0	4	1	35	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	4	16
YMR054W_CDS	GENE_YMR054W_CDS	YMR054W_id001	protein_coding	0	8	1	44	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	8	25
YMR054W_CDS	GENE_YMR054W_CDS	YMR054W_id004	protein_coding	0	8	1	44	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	8	25
YMR055C_CDS	GENE_YMR055C_CDS	YMR055C_id001	protein_coding	0	2	0	36	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2	21
YMR055C_CDS	GENE_YMR055C_CDS	YMR055C_id005	protein_coding	0	2	0	36	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2	21
YMR056C_CDS	GENE_YMR056C_CDS	YMR056C_id001	protein_coding	0	1	0	35	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	19
YMR056C_CDS	GENE_YMR056C_CDS	YMR056C_id004	protein_coding	0	1	0	35	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	19
YMR057C_CDS	GENE_YMR057C_CDS	YMR057C_mRNA	protein_coding	1	1	2	30	0	0	0	0	15	0	0	0	2	0	0	0	0	1	0	0	0	1	15
YMR058W_CDS	GENE_YMR058W_CDS	YMR058W_id001	protein_coding	0	4	3	27	0	0	0	0	11	0	0	0	3	0	0	0	0	0	0	0	0	4	16
YMR058W_CDS	GENE_YMR058W_CDS	YMR058W_id003	protein_coding	0	4	3	27	0	0	0	0	11	0	0	0	3	0	0	0	0	0	0	0	0	4	16
YMR059W_CDS	GENE_YMR059W_CDS	YMR059W_id001	protein_coding	0	0	1	30	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	19
YMR059W_CDS	GENE_YMR059W_CDS	YMR059W_id002	protein_coding	0	0	1	30	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	19
YMR060C_CDS	GENE_YMR060C_CDS	YMR060C_id001	protein_coding	0	2	2	30	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	2	11
YMR060C_CDS	GENE_YMR060C_CDS	YMR060C_id003	protein_coding	0	2	2	30	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	2	11
YMR061W_CDS	GENE_YMR061W_CDS	YMR061W_id001	protein_coding	0	2	0	44	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	2	19
YMR061W_CDS	GENE_YMR061W_CDS	YMR061W_id003	protein_coding	0	2	0	44	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	2	19
YMR062C_CDS	GENE_YMR062C_CDS	YMR062C_id001	protein_coding	0	1	1	39	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	1	23
YMR062C_CDS	GENE_YMR062C_CDS	YMR062C_id002	protein_coding	0	1	1	39	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	1	23
YMR063W_CDS	GENE_YMR063W_CDS	YMR063W_id001	protein_coding	0	0	2	37	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	0	11
YMR064W_CDS	GENE_YMR064W_CDS	YMR064W_mRNA	protein_coding	0	4	7	35	0	0	0	0	21	0	0	0	7	0	0	0	0	0	0	0	0	4	14
YMR065W_CDS	GENE_YMR065W_CDS	YMR065W_mRNA	protein_coding	0	2	1	54	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	2	25
YMR066W_CDS	GENE_YMR066W_CDS	YMR066W_id001	protein_coding	0	8	7	48	0	0	0	0	25	0	0	0	7	0	0	0	0	0	0	0	0	8	23
YMR067C_CDS	GENE_YMR067C_CDS	YMR067C_id001	protein_coding	0	4	3	49	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	4	26
YMR067C_CDS	GENE_YMR067C_CDS	YMR067C_id002	protein_coding	0	4	3	49	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	4	26
YMR068W_CDS	GENE_YMR068W_CDS	YMR068W_id001	protein_coding	0	2	2	59	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	2	32
YMR068W_CDS	GENE_YMR068W_CDS	YMR068W_id002	protein_coding	0	2	2	59	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	2	32
YMR069W_CDS	GENE_YMR069W_CDS	YMR069W_mRNA	protein_coding	0	2	1	55	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	2	28
YMR070W_CDS	GENE_YMR070W_CDS	YMR070W_id001	protein_coding	0	6	3	50	0	0	1	0	24	0	0	0	2	0	0	0	0	0	0	0	0	6	26
YMR071C_CDS	GENE_YMR071C_CDS	YMR071C_id001	protein_coding	0	1	0	51	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	24
YMR071C_CDS	GENE_YMR071C_CDS	YMR071C_id006	protein_coding	0	1	0	51	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	24
YMR072W_CDS	GENE_YMR072W_CDS	YMR072W_id001	protein_coding	0	3	0	49	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	3	25
YMR072W_CDS	GENE_YMR072W_CDS	YMR072W_id004	protein_coding	0	3	0	49	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	3	25
YMR073C_CDS	GENE_YMR073C_CDS	YMR073C_id001	protein_coding	0	1	2	52	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	0	1	24
YMR073C_CDS	GENE_YMR073C_CDS	YMR073C_id003	protein_coding	0	1	2	52	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	0	1	24
YMR074C_CDS	GENE_YMR074C_CDS	YMR074C_id001	protein_coding	0	1	0	52	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	1	24
YMR074C_CDS	GENE_YMR074C_CDS	YMR074C_id003	protein_coding	0	1	0	52	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	1	24
YMR075C-A_CDS	GENE_YMR075C-A_CDS	YMR075C-A_mRNA	protein_coding	0	1	1	65	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	1	42
YMR075W_CDS	GENE_YMR075W_CDS	YMR075W_id001	protein_coding	0	6	3	68	0	0	0	0	41	0	0	0	3	0	0	0	0	0	0	0	0	6	27
YMR075W_CDS	GENE_YMR075W_CDS	YMR075W_id003	protein_coding	0	6	3	68	0	0	0	0	41	0	0	0	3	0	0	0	0	0	0	0	0	6	27
YMR076C_CDS	GENE_YMR076C_CDS	YMR076C_id001	protein_coding	0	14	4	64	0	0	0	0	24	0	0	0	4	0	0	0	0	0	0	0	0	14	40
YMR077C_CDS	GENE_YMR077C_CDS	YMR077C_id001	protein_coding	0	1	2	66	0	0	0	0	41	0	0	0	2	0	0	0	0	0	0	0	0	1	25
YMR077C_CDS	GENE_YMR077C_CDS	YMR077C_id006	protein_coding	0	1	2	66	0	0	0	0	41	0	0	0	2	0	0	0	0	0	0	0	0	1	25
YMR078C_CDS	GENE_YMR078C_CDS	YMR078C_id001	protein_coding	0	8	2	55	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	0	8	17
YMR078C_CDS	GENE_YMR078C_CDS	YMR078C_id002	protein_coding	0	8	2	55	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	0	8	17
YMR079W_CDS	GENE_YMR079W_CDS	YMR079W_id001	protein_coding	0	2	0	66	0	0	0	0	22	0	0	4	0	0	0	0	0	0	0	0	0	2	40
YMR079W_CDS	GENE_YMR079W_CDS	YMR079W_id004	protein_coding	0	2	0	66	0	0	0	0	22	0	0	4	0	0	0	0	0	0	0	0	0	2	40
YMR080C_CDS	GENE_YMR080C_CDS	YMR080C_id001	protein_coding	0	4	1	71	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	4	47
YMR080C_CDS	GENE_YMR080C_CDS	YMR080C_id002	protein_coding	0	4	1	71	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	4	47
YMR081C_CDS	GENE_YMR081C_CDS	YMR081C_id001	protein_coding	0	7	4	54	0	0	0	0	14	0	0	0	4	0	0	0	0	0	0	0	0	7	40
YMR081C_CDS	GENE_YMR081C_CDS	YMR081C_id006	protein_coding	0	7	4	54	0	0	0	0	14	0	0	0	4	0	0	0	0	0	0	0	0	7	40
YMR082C_CDS	GENE_YMR082C_CDS	YMR082C_mRNA	protein_coding	0	1	1	66	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	1	43
YMR083W_CDS	GENE_YMR083W_CDS	YMR083W_id001	protein_coding	0	2	0	81	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	2	49
YMR083W_CDS	GENE_YMR083W_CDS	YMR083W_id004	protein_coding	0	2	0	81	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	2	49
YMR084W_CDS	GENE_YMR084W_CDS	YMR084W_mRNA	protein_coding	1	3	3	65	0	0	0	0	22	1	0	0	3	0	0	0	0	0	0	0	0	3	43
YMR085W_CDS	GENE_YMR085W_CDS	YMR085W_id001	protein_coding	0	1	1	67	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	1	44
YMR086C-A_CDS	GENE_YMR086C-A_CDS	YMR086C-A_id001	protein_coding	0	1	0	49	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	24
YMR086W_CDS	GENE_YMR086W_CDS	YMR086W_id001	protein_coding	0	7	10	53	0	0	0	0	25	0	0	0	10	0	0	0	0	0	0	0	0	7	28
YMR087W_CDS	GENE_YMR087W_CDS	YMR087W_id001	protein_coding	0	1	0	52	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	23
YMR087W_CDS	GENE_YMR087W_CDS	YMR087W_id002	protein_coding	0	1	0	52	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	23
YMR088C_CDS	GENE_YMR088C_CDS	YMR088C_id001	protein_coding	0	8	2	71	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	0	8	48
YMR089C_CDS	GENE_YMR089C_CDS	YMR089C_id001	protein_coding	0	12	1	64	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	12	43
YMR089C_CDS	GENE_YMR089C_CDS	YMR089C_id006	protein_coding	0	12	1	64	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	12	43
YMR090W_CDS	GENE_YMR090W_CDS	YMR090W_id001	protein_coding	0	1	0	67	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1	47
YMR090W_CDS	GENE_YMR090W_CDS	YMR090W_id003	protein_coding	0	1	0	67	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1	47
YMR091C_CDS	GENE_YMR091C_CDS	YMR091C_id001	protein_coding	0	3	0	68	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	3	20
YMR091C_CDS	GENE_YMR091C_CDS	YMR091C_id002	protein_coding	0	3	0	68	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	3	20
YMR092C_CDS	GENE_YMR092C_CDS	YMR092C_id001	protein_coding	0	2	0	75	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	2	26
YMR092C_CDS	GENE_YMR092C_CDS	YMR092C_id004	protein_coding	0	2	0	75	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	2	26
YMR093W_CDS	GENE_YMR093W_CDS	YMR093W_id001	protein_coding	0	6	0	51	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	6	25
YMR093W_CDS	GENE_YMR093W_CDS	YMR093W_id003	protein_coding	0	6	0	51	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	6	25
YMR094W_CDS	GENE_YMR094W_CDS	YMR094W_id001	protein_coding	0	8	1	42	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	8	17
YMR095C_CDS	GENE_YMR095C_CDS	YMR095C_mRNA	protein_coding	0	1	1	45	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	1	27
YMR096W_CDS	GENE_YMR096W_CDS	YMR096W_id001	protein_coding	0	2	1	69	0	0	0	0	44	0	0	0	1	0	0	0	0	0	0	0	0	2	25
YMR096W_CDS	GENE_YMR096W_CDS	YMR096W_id002	protein_coding	0	2	1	69	0	0	0	0	44	0	0	0	1	0	0	0	0	0	0	0	0	2	25
YMR097C_CDS	GENE_YMR097C_CDS	YMR097C_id001	protein_coding	0	4	2	66	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	4	40
YMR098C_CDS	GENE_YMR098C_CDS	YMR098C_id001	protein_coding	0	5	4	67	0	0	0	0	27	0	0	0	4	0	0	0	0	0	0	0	0	5	40
YMR098C_CDS	GENE_YMR098C_CDS	YMR098C_id002	protein_coding	0	5	4	67	0	0	0	0	27	0	0	0	4	0	0	0	0	0	0	0	0	5	40
YMR099C_CDS	GENE_YMR099C_CDS	YMR099C_id001	protein_coding	0	1	1	71	0	0	0	0	44	0	0	0	1	0	0	0	0	0	0	0	0	1	27
YMR099C_CDS	GENE_YMR099C_CDS	YMR099C_id002	protein_coding	0	1	1	71	0	0	0	0	44	0	0	0	1	0	0	0	0	0	0	0	0	1	27
YMR100W_CDS	GENE_YMR100W_CDS	YMR100W_id001	protein_coding	0	7	2	63	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	7	43
YMR101C_CDS	GENE_YMR101C_CDS	YMR101C_id001	protein_coding	0	5	0	52	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	5	25
YMR102C_CDS	GENE_YMR102C_CDS	YMR102C_id001	protein_coding	0	5	1	55	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	5	28
YMR102C_CDS	GENE_YMR102C_CDS	YMR102C_id002	protein_coding	0	5	1	55	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	5	28
YMR103C_CDS	GENE_YMR103C_CDS	YMR103C_id001	protein_coding	0	3	0	53	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	3	31
YMR103C_CDS	GENE_YMR103C_CDS	YMR103C_id017	protein_coding	0	3	0	53	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	3	31
YMR104C_CDS	GENE_YMR104C_CDS	YMR104C_mRNA	protein_coding	0	10	3	50	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	10	28
YMR105C_CDS	GENE_YMR105C_CDS	YMR105C_id001	protein_coding	0	5	1	71	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	5	47
YMR105C_CDS	GENE_YMR105C_CDS	YMR105C_id002	protein_coding	0	5	1	71	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	5	47
YMR105W-A_CDS	GENE_YMR105W-A_CDS	YMR105W-A_id001	protein_coding	0	1	0	72	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	1	32
YMR105W-A_CDS	GENE_YMR105W-A_CDS	YMR105W-A_id002	protein_coding	0	1	0	72	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	1	32
YMR106C_CDS	GENE_YMR106C_CDS	YMR106C_id001	protein_coding	0	3	3	66	0	0	0	0	32	0	0	0	3	0	0	0	0	0	0	0	0	3	34
YMR106C_CDS	GENE_YMR106C_CDS	YMR106C_id003	protein_coding	0	3	3	66	0	0	0	0	32	0	0	0	3	0	0	0	0	0	0	0	0	3	34
YMR107W_CDS	GENE_YMR107W_CDS	YMR107W_id001	protein_coding	0	0	0	50	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	41
YMR108W_CDS	GENE_YMR108W_CDS	YMR108W_id001	protein_coding	0	4	0	48	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	4	36
YMR108W_CDS	GENE_YMR108W_CDS	YMR108W_id004	protein_coding	0	4	0	48	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	4	36
YMR109W_CDS	GENE_YMR109W_CDS	YMR109W_id001	protein_coding	0	4	0	34	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	4	20
YMR109W_CDS	GENE_YMR109W_CDS	YMR109W_id004	protein_coding	0	4	0	34	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	4	20
YMR110C_CDS	GENE_YMR110C_CDS	YMR110C_id001	protein_coding	0	6	1	30	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	6	20
YMR110C_CDS	GENE_YMR110C_CDS	YMR110C_id008	protein_coding	0	6	1	30	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	6	20
YMR111C_CDS	GENE_YMR111C_CDS	YMR111C_id001	protein_coding	0	2	0	33	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	21
YMR111C_CDS	GENE_YMR111C_CDS	YMR111C_id005	protein_coding	0	2	0	33	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	21
YMR112C_CDS	GENE_YMR112C_CDS	YMR112C_id001	protein_coding	0	0	0	33	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	21
YMR112C_CDS	GENE_YMR112C_CDS	YMR112C_id002	protein_coding	0	0	0	33	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	21
YMR113W_CDS	GENE_YMR113W_CDS	YMR113W_id001	protein_coding	0	4	0	38	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	4	15
YMR113W_CDS	GENE_YMR113W_CDS	YMR113W_id002	protein_coding	0	4	0	38	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	4	15
YMR114C_CDS	GENE_YMR114C_CDS	YMR114C_id001	protein_coding	0	6	2	31	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	6	17
YMR114C_CDS	GENE_YMR114C_CDS	YMR114C_id004	protein_coding	0	6	2	31	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	6	17
YMR115W_CDS	GENE_YMR115W_CDS	YMR115W_id001	protein_coding	0	2	1	34	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	2	20
YMR115W_CDS	GENE_YMR115W_CDS	YMR115W_id002	protein_coding	0	2	1	34	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	2	20
YMR116C_CDS	GENE_YMR116C_CDS	YMR116C_id001	protein_coding	0	1	0	37	0	0	0	0	21	0	0	2	0	0	0	0	0	0	0	0	0	1	14
YMR116C_CDS	GENE_YMR116C_CDS	YMR116C_id013	protein_coding	0	1	0	37	0	0	0	0	21	0	0	2	0	0	0	0	0	0	0	0	0	1	14
YMR117C_CDS	GENE_YMR117C_CDS	YMR117C_id001	protein_coding	0	2	0	28	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	2	5
YMR117C_CDS	GENE_YMR117C_CDS	YMR117C_id002	protein_coding	0	2	0	28	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	2	5
YMR118C_CDS	GENE_YMR118C_CDS	YMR118C_id001	protein_coding	0	0	0	23	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	6
YMR119W-A_CDS	GENE_YMR119W-A_CDS	YMR119W-A_id001	protein_coding	1	0	0	31	0	0	0	0	26	1	0	0	0	0	0	0	0	0	0	0	0	0	5
YMR119W-A_CDS	GENE_YMR119W-A_CDS	YMR119W-A_id003	protein_coding	1	0	0	31	0	0	0	0	26	1	0	0	0	0	0	0	0	0	0	0	0	0	5
YMR119W_CDS	GENE_YMR119W_CDS	YMR119W_id001	protein_coding	0	2	0	31	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	2	12
YMR119W_CDS	GENE_YMR119W_CDS	YMR119W_id004	protein_coding	0	2	0	31	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	2	12
YMR120C_CDS	GENE_YMR120C_CDS	YMR120C_id001	protein_coding	0	4	0	66	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	60
YMR121C_CDS	GENE_YMR121C_CDS	YMR121C_id001	protein_coding	0	1	0	72	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	63
YMR121C_CDS	GENE_YMR121C_CDS	YMR121C_id013	protein_coding	0	1	0	72	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	63
YMR122C_CDS	GENE_YMR122C_CDS	YMR122C_id001	protein_coding	0	0	0	73	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	62
YMR122W-A_CDS	GENE_YMR122W-A_CDS	YMR122W-A_id001	protein_coding	1	0	0	76	0	0	0	0	62	1	0	0	0	0	0	0	0	1	0	0	0	0	14
YMR122W-A_CDS	GENE_YMR122W-A_CDS	YMR122W-A_id002	protein_coding	1	0	0	76	0	0	0	0	62	1	0	0	0	0	0	0	0	1	0	0	0	0	14
YMR123W_CDS	GENE_YMR123W_CDS	YMR123W_id001	protein_coding	0	2	0	81	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	2	57
