,Label,geneLen,GC_content,median_IUPRED,5UTR_PARS_RNAstructure,CDS_PARS_RNAstructure,3UTR_PARS_RNAstructure,%AA_A,%AA_C,%AA_D,%AA_E,%AA_F,%AA_G,%AA_H,%AA_I,%AA_K,%AA_L,%AA_M,%AA_N,%AA_P,%AA_Q,%AA_R,%AA_S,%AA_T,%AA_V,%AA_W,%AA_Y,%Helical,%Proteinturn,%Beta-sheet,Acidic AA%,Basic AA%,Polar AA%,Hydrophobic AA%,Charged AA%,number of physical interaction,number of positive genetic interaction,number of negative genetic interaction,"number of ppi, all","number of ppi, score >= 0.25","number of ppi, score > 0.5","number of ppi, score > 0.8","number of ppi, score >= 0.95",RNAseq Eupl,rna logFC,rna FC - other,MS mean,log2(MS),Imputed log2(MS),protein_synthesis_rate,real_protein_synthesis_rate,Ribo_profilling_init_rate,Ribo_profilling_ribo_num,Ribo_profilling_trans_rate,Ribo_profilling_trans_time,Ribo_profilling_delay_time,IDR ratio,Control Median,control Localization,Number of complexe,Sum d0 Pause Score,Sum Odds Ratio,Introns median length,intron length,Intron status,aliphaticIndex,aromaticityScore,cai,codonBias,fopScore,gravyScore,instabilityIndex,molecularWeight,pI,5'-UTR_length,3'-UTR_length,protein half-life (hr),mRNA half-life (min),ORF.length,median transcript length,Ubiquitilation number,Phosphorylation number,is in complex,is essential,alpha IDRratio,A3D mean score,A3D ratio,A3D mean +score,has disordered region,has transmembrane domain,flDPnn_disorder,PSIPRED_helix,PSIPRED_strand,PSIPRED_coil,MMseq2_low_conservation,MMseq2_high_conservation,MMseq2_median,SignalP,DFLpred_linker,ASAquick_buried,DisoRDPbind_RNA,DisoRDPbind_DNA,DisoRDPbind_PRO,MoRFchibi_morf,DRNApred_RNA,DRNApred_DNA,SCRIBER_PRO,PTM_content,haploinsufficient
YAL030W,0,354.0,42.3729,0.35115,-0.69391304347826,0.009180790960452,0.076285714285714,0.0932,0.0085,0.0678,0.0678,0.0254,0.0339,0.0169,0.0847,0.0678,0.0763,0.0424,0.0424,0.0339,0.0339,0.0763,0.0763,0.0339,0.0847,0.0085,0.0169,0.2966,0.1864,0.2797,0.1356,0.161,0.21189999999999998,0.4321,0.2966,10.0,0.0,7.0,54.0,48.0,29.0,22.0,5.0,4.287356907391235,1.20316574916363,1.1137362954092338,341060000.0,28.34545032688321,28.34545032688321,14305.2117391304,1.38312797906704,,,,,,0.2627118644067797,,,1.0,,,112.0,112.0,1.0,91.21,0.05,0.13,0.08,0.49,-0.22,52.64,13202.5,8.49,23,105.0,8.3,54.0,467.0,604.0,8.0,10.0,1.0,0.0,0.03418803418803419,-0.5215051282051281,0.29914529914529914,0.8739837606837607,1.0,1.0,0.564,0.752,0.0,0.248,0.15,0.13,2.6,0.0,0.0,0.171,0.0,0.0,0.222,0.0,0.479,0.0,0.205,0.103,0
YAL031C,0,2283.0,40.0788,0.1914,,,,0.0499,0.0131,0.0355,0.0539,0.0315,0.0197,0.0237,0.067,0.0867,0.1143,0.0171,0.0657,0.0618,0.0368,0.0552,0.1222,0.0552,0.046,0.0131,0.0302,0.3022,0.2694,0.2352,0.08940000000000001,0.1656,0.3232,0.3691,0.255,0.0,0.0,0.0,29.0,27.0,1.0,0.0,0.0,4.708449175298725,0.873865014970016,0.993311458987937,34260000.0,25.030021857743634,25.030021857743634,,,0.056,10.549,0.05,211.028,11.619,0.3574244415243101,24.35,cytosol,0.0,,,,,0.0,84.99,0.07,0.12,0.05,0.45,-0.46,55.82,86677.1,10.27,,,8.1,48.0,2283.0,2467.5,,99.0,0.0,0.0,0.3368421052631579,-0.8249271052631579,0.16578947368421051,0.13669815789473685,1.0,0.0,0.272,0.487,0.076,0.437,0.21,0.05,1.975,0.0,0.011,0.314,0.0,0.033,0.037,0.0,0.0,0.08,0.003,0.092,0
YAL032C,0,1140.0,45.2632,0.5176,0.139428571428571,0.026259649122807,-0.040588235294118,0.0921,0.0026,0.0579,0.0763,0.0237,0.0421,0.0211,0.0395,0.0895,0.0763,0.0184,0.0711,0.0526,0.05,0.0632,0.0816,0.0447,0.0632,0.0053,0.0263,0.2342,0.2474,0.2632,0.1342,0.1738,0.2763,0.3448,0.30800000000000005,83.0,11.0,150.0,112.0,77.0,65.0,52.0,30.0,3.997195444935765,1.24383561184895,1.323710119480316,1061803333.3333334,29.983869430998112,29.983869430998112,,,0.016,1.448,0.015,96.437,1.069,0.631578947368421,26.92,nucleus,0.0,,,,,0.0,67.79,0.06,0.14,0.14,0.51,-0.83,39.95,42490.4,9.68,35,34.0,4.8,36.0,1140.0,1352.0,,5.0,1.0,1.0,0.0870712401055409,-1.2209577836411611,0.19525065963060687,0.206312401055409,1.0,0.0,0.459,0.412,0.084,0.504,0.12,0.05,2.29,0.0,0.026,0.253,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.079,0
YAL033W,0,522.0,41.5709,0.1424,0.062941176470588,0.308358237547891,-0.238918918918918,0.0345,0.023,0.0747,0.0575,0.0345,0.0402,0.023,0.1149,0.0805,0.0977,0.0287,0.069,0.023,0.023,0.0575,0.1149,0.0287,0.0517,0.0,0.0172,0.3161,0.2471,0.2184,0.1322,0.161,0.27580000000000005,0.3792,0.2932,7.0,12.0,97.0,46.0,43.0,35.0,22.0,11.0,3.721424752626165,0.982343601841393,0.9937547859867918,155660000.0,27.213823030603,27.213823030603,,,0.074,4.496,0.059,76.118,16.178,0.057471264367816,17.42,below threshold,2.0,,,,,0.0,98.81,0.05,0.09,-0.03,0.42,-0.24,48.9,19574.8,7.97,17,74.0,5.9,17.0,522.0,614.0,3.0,,1.0,1.0,0.011560693641618497,-1.0902815028901733,0.12716763005780346,0.08212196531791909,0.0,0.0,0.145,0.393,0.162,0.445,0.13,0.05,2.25,0.0,0.006,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0
YAL034C,0,1242.0,42.19,0.4507,,,,0.0507,0.0072,0.0483,0.0314,0.029,0.0386,0.0169,0.0411,0.0773,0.0966,0.0193,0.0966,0.0821,0.0362,0.0676,0.1232,0.0362,0.0338,0.0121,0.0531,0.2657,0.3406,0.1981,0.0797,0.16179999999999997,0.35250000000000004,0.3357,0.24149999999999996,7.0,31.0,67.0,49.0,30.0,27.0,0.0,0.0,4.370942160895774,1.09270102636029,0.8959246800294659,,,23.626122351627068,,,0.044,3.933,0.04,97.336,1.289,0.4009661835748792,16.39,below threshold,0.0,,,,,0.0,65.13,0.09,0.12,0.07,0.45,-0.84,56.9,47096.0,10.37,98,124.0,,89.0,1242.0,1983.0,,20.0,0.0,0.0,0.4213075060532688,-0.8778564164648911,0.20581113801452786,0.16903777239709442,1.0,0.0,0.257,0.334,0.068,0.598,0.16,0.05,2.22,0.0,0.024,0.293,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.131,0
YAL037C-A,0,93.0,32.2581,0.0356,,,,0.0,0.0,0.0323,0.0,0.0645,0.0323,0.0323,0.1613,0.0968,0.0968,0.0968,0.0968,0.0323,0.0323,0.0,0.0645,0.0645,0.0645,0.0,0.0,0.3871,0.2258,0.1935,0.0323,0.1291,0.2581,0.4839,0.1614,0.0,0.0,0.0,,,0.0,0.0,0.0,2.748481072893155,0.126705445381886,0.1679198585577128,,,22.340130845134187,,,,,,,,0.0,,,0.0,,,,,0.0,119.02,0.07,0.1,-0.03,0.44,0.54,50.04,3449.3,10.51,4,41.0,,,93.0,339.0,,,0.0,0.0,0.0,0.52997,0.6333333333333333,1.01746,0.0,0.0,,,,,,,,,,,,,,,,,,,0
YAL038W,1,1503.0,46.1743,0.247,-0.975896551724138,1.47901297405189,-0.069156626506024,0.0858,0.014,0.0639,0.0559,0.0299,0.0679,0.014,0.0739,0.0739,0.0699,0.022,0.0519,0.0499,0.02,0.0479,0.0539,0.0758,0.0958,0.002,0.0299,0.3014,0.2236,0.2335,0.11979999999999999,0.1358,0.24550000000000002,0.40919999999999995,0.2556,20.0,2.0,67.0,375.0,96.0,9.0,3.0,0.0,11.61983931650715,0.759125368310579,0.9411747334916399,178690000000.0,37.37866794309481,37.37866794309481,,,0.388,15.924,0.211,75.232,1.96,0.0239520958083832,1884.27,cytosol,0.0,47.620000000000005,70.71000000000001,,,0.0,89.15,0.06,0.89,0.93,0.96,-0.15,23.07,54546.3,7.78,29,166.0,11.7,17.0,1503.0,1707.0,25.0,130.0,0.0,1.0,0.0,-0.7620888,0.034,0.0204218,0.0,0.0,0.012,0.308,0.226,0.466,0.02,0.1,2.635,0.0,0.046,0.418,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.068,0
YAL039C,0,810.0,53.0864,0.4801,0.19,0.231999999999998,-0.011621621621622,0.0481,0.0148,0.0704,0.0667,0.0407,0.0741,0.0296,0.0259,0.0519,0.063,0.0519,0.037,0.0926,0.0444,0.0481,0.1074,0.0259,0.063,0.0259,0.0148,0.2333,0.3111,0.2296,0.1371,0.1296,0.24430000000000002,0.33330000000000004,0.2667,1.0,9.0,65.0,14.0,9.0,2.0,1.0,0.0,5.308627213870031,1.40191918619381,1.4978098614568225,183430000.0,27.450654378152905,27.450654378152905,232.887594782609,0.0225172024151412,0.145,10.377,0.118,87.682,24.41,0.374074074074074,18.8,mitochondria,0.0,,,,,0.0,54.55,0.08,0.11,0.11,0.47,-0.65,61.33,30071.2,5.18,50,37.0,12.1,41.0,810.0,929.0,1.0,4.0,0.0,0.0,0.20446096654275092,-0.7463546468401486,0.16728624535315986,0.15214126394052044,1.0,0.0,0.554,0.368,0.067,0.565,0.16,0.12,2.51,0.0,0.007,0.316,0.0,0.0,0.119,0.0,0.0,0.0,0.004,0.082,0
YAL040C,0,1743.0,41.0786,0.1702,0.262539184952977,0.352122776821572,0.0,0.0723,0.0189,0.0413,0.0275,0.0534,0.012,0.0207,0.0551,0.0585,0.1222,0.0207,0.0723,0.0482,0.0413,0.0379,0.1583,0.074,0.0189,0.0086,0.0361,0.2943,0.2909,0.2427,0.0688,0.11710000000000001,0.40090000000000003,0.38730000000000003,0.1859,11.0,12.0,85.0,32.0,22.0,4.0,1.0,1.0,7.29886874552966,0.516583402409897,0.536917742750786,,,23.27424134632472,,,0.034,4.431,0.031,141.74,1.514,0.1738382099827883,16.28,below threshold,1.0,,,,,0.0,79.38,0.1,0.2,0.26,0.57,-0.26,52.62,65007.7,9.45,319,11.0,,51.0,1743.0,2322.0,,2.0,1.0,0.0,0.3568965517241379,-0.5430898275862068,0.20862068965517241,0.1750449999999999,1.0,0.0,0.167,0.469,0.064,0.467,0.14,0.07,2.175,0.0,0.033,0.303,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.1,0
YAL042W,0,1248.0,49.5994,0.28,0.0,0.456272435897436,-0.097380952380952,0.0577,0.024,0.0649,0.0481,0.0529,0.0889,0.0385,0.0481,0.0505,0.0841,0.0216,0.0649,0.0409,0.0457,0.0505,0.0625,0.0529,0.0649,0.0096,0.0264,0.2861,0.2572,0.2115,0.11299999999999999,0.1395,0.27640000000000003,0.36529999999999996,0.25249999999999995,3.0,5.0,31.0,31.0,23.0,5.0,1.0,1.0,7.778949492287765,1.14863231796799,1.1572398893914735,1899333333.3333333,30.822845975686448,30.822845975686448,3321.89508695652,0.32118406368826,2.4,15.825,0.114,138.192,32.876,0.048076923076923,15.66,below threshold,2.0,,,,,0.0,72.98,0.09,0.12,0.1,0.48,-0.4,33.3,46230.7,6.82,,84.0,7.5,29.0,1248.0,1360.0,,1.0,1.0,0.0,0.06265060240963856,-0.6384190361445783,0.20240963855421687,0.27115566265060254,0.0,1.0,0.118,0.318,0.193,0.489,0.09,0.09,2.43,0.0,0.106,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0
YAL043C,0,2358.0,46.0136,0.21465,-0.05843137254902,0.242362171331637,-0.698070175438596,0.0483,0.0051,0.0611,0.0649,0.0369,0.0331,0.0153,0.0585,0.0776,0.1323,0.0267,0.0509,0.0458,0.0509,0.0369,0.117,0.0598,0.0458,0.0089,0.0229,0.3053,0.2468,0.2723,0.126,0.1298,0.30660000000000004,0.38029999999999997,0.25579999999999997,33.0,1.0,91.0,66.0,54.0,35.0,18.0,16.0,6.942982736984455,1.05458376146353,1.04834066509514,295683333.3333333,28.13947768990166,28.13947768990166,,,0.022,4.229,0.021,201.185,2.447,0.1564885496183206,34.52,nucleus,1.0,2.13,8.3,,,0.0,89.58,0.07,0.13,0.14,0.5,-0.36,50.46,88464.8,6.15,51,57.0,9.3,43.0,2358.0,2480.0,,27.0,1.0,1.0,0.17070063694267515,-1.00002025477707,0.11719745222929936,0.07061783439490445,1.0,0.0,0.118,0.585,0.019,0.396,0.23,0.04,2.02,0.0,0.057,0.343,0.0,0.0,0.101,0.0,0.0,0.01,0.0,0.057,0
YAL044C,0,513.0,48.3431,0.4051,0.495714285714285,0.529643469785575,0.091475409836066,0.0585,0.0,0.0468,0.0994,0.0175,0.0819,0.0175,0.0351,0.0526,0.0936,0.0292,0.0526,0.0409,0.0468,0.0292,0.0702,0.0819,0.0877,0.0175,0.0351,0.2865,0.2456,0.2807,0.1462,0.0993,0.2866,0.37420000000000003,0.2455,0.0,0.0,0.0,19.0,18.0,7.0,3.0,3.0,6.060536713594026,1.42534840721433,1.361758150036155,1595166666.6666667,30.571060022838004,30.571060022838004,19601.7265217391,1.89523209335494,0.225,6.671,0.169,39.488,3.984,0.1695906432748538,128.43,mitochondria,1.0,7.3,13.149999999999999,,,0.0,78.44,0.07,0.16,0.18,0.53,-0.44,45.4,18782.1,4.38,7,61.0,7.1,47.0,513.0,612.0,,5.0,1.0,0.0,0.029411764705882353,-0.8992035294117647,0.11176470588235295,0.09660117647058823,0.0,0.0,0.371,0.159,0.253,0.588,0.06,0.05,2.295,0.0,0.0,0.171,0.0,0.0,0.235,0.0,0.0,0.0,0.041,0.076,0
YAL046C,0,357.0,48.1793,0.2951,-0.047872340425532,0.138518207282913,0.123083333333333,0.0252,0.0168,0.0336,0.042,0.0168,0.0672,0.0252,0.0672,0.1008,0.1008,0.0504,0.0252,0.042,0.0672,0.0504,0.1008,0.0756,0.0504,0.0252,0.0084,0.2689,0.2353,0.2185,0.0756,0.1764,0.294,0.3444,0.252,19.0,3.0,41.0,20.0,17.0,2.0,0.0,0.0,4.00136758185748,1.55876915495626,1.291190292218113,,,23.77588408330428,,,0.141,3.011,0.097,31.042,1.205,0.1092436974789916,15.75,below threshold,0.0,,,,,0.0,80.54,0.05,0.11,0.13,0.49,-0.43,59.2,13364.9,10.67,47,120.0,4.7,33.0,357.0,514.0,,,1.0,0.0,0.03389830508474576,-0.7445440677966101,0.2288135593220339,0.20341949152542374,0.0,0.0,0.246,0.364,0.153,0.483,0.16,0.1,2.4,0.0,0.0,0.076,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.068,0
YAL048C,0,1989.0,39.9196,0.0799,,,,0.0437,0.0256,0.0754,0.0543,0.0558,0.0422,0.0196,0.0694,0.0754,0.1237,0.0121,0.0468,0.0452,0.0332,0.0362,0.083,0.0573,0.0573,0.0106,0.0317,0.3484,0.2172,0.2338,0.12969999999999998,0.1312,0.2776,0.4043,0.26089999999999997,6.0,4.0,40.0,45.0,30.0,20.0,5.0,2.0,3.6875325502850753,1.09102952288516,0.7847357602716042,,,23.83361019927579,,,0.031,4.52,0.029,158.39,1.221,0.0,,,0.0,,,,,0.0,92.46,0.1,0.14,0.06,0.46,-0.16,38.5,75138.9,5.82,,79.0,,,1989.0,,3.0,4.0,1.0,0.0,0.04078549848942598,-0.7094989425981874,0.10574018126888217,0.12812462235649544,0.0,1.0,0.018,0.379,0.187,0.434,0.08,0.08,2.47,0.0,0.032,0.414,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.05,0
YAL049C,0,741.0,41.8354,0.1007,-0.441020408163265,0.391964912280701,-0.127439999999999,0.1012,0.0162,0.0729,0.0567,0.0688,0.0769,0.0364,0.0769,0.081,0.0688,0.0121,0.0364,0.0445,0.0202,0.0243,0.0607,0.0324,0.0688,0.0081,0.0324,0.3239,0.2186,0.2389,0.1296,0.1417,0.19829999999999998,0.4371,0.2713,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,5.55312974824062,1.02384746889965,1.0022942305209734,379850000.0,28.500854584140704,28.500854584140704,,,0.163,7.004,0.125,55.856,3.293,0.0,18.42,below threshold,0.0,,,,,,,,,,,,,,,49,100.0,6.4,41.0,741.0,910.0,1.0,2.0,0.0,0.0,0.0,-0.7987715447154471,0.06097560975609756,0.02925040650406504,0.0,0.0,0.069,0.398,0.134,0.468,0.06,0.07,2.425,0.0,0.008,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0
YAL051W,1,3144.0,37.3092,0.1627,,,,0.0448,0.0172,0.0525,0.062,0.0544,0.0429,0.0248,0.0763,0.063,0.1088,0.0315,0.0725,0.0458,0.0286,0.0458,0.1021,0.0506,0.0401,0.0057,0.0296,0.3149,0.2634,0.2471,0.11449999999999999,0.1336,0.30060000000000003,0.3912,0.2481,11.0,1.0,5.0,18.0,17.0,1.0,1.0,0.0,4.38131286801435,0.981891336369143,1.002979658583198,55114333.333333336,25.71592425310067,25.71592425310067,,,0.027,6.77,0.025,273.079,4.653,0.1498091603053435,16.47,below threshold,1.0,,,,,0.0,84.98,0.09,0.14,0.05,0.46,-0.28,44.19,118886.4,6.98,8,151.0,1.4,33.0,3144.0,,,26.0,1.0,0.0,0.23209169054441262,-0.8114043935052532,0.11174785100286533,0.09743524355300856,1.0,0.0,0.132,0.511,0.065,0.424,0.23,0.04,1.92,0.0,0.011,0.407,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.052,0
YAL053W,0,2352.0,41.8793,0.03235,0.202385321100917,0.492625425170072,0.054528301886792,0.0804,0.0128,0.0459,0.0293,0.0791,0.0383,0.0064,0.0651,0.0446,0.1084,0.0191,0.074,0.0332,0.0383,0.0344,0.0918,0.0714,0.0804,0.0115,0.0344,0.3788,0.2372,0.2372,0.0752,0.0854,0.32270000000000004,0.4784,0.1606,5.0,4.0,50.0,30.0,15.0,5.0,0.0,0.0,7.465352343125694,0.929786170552529,0.7549660079185883,756973333.3333334,29.495667238830848,29.495667238830848,444.474160869565,0.0429748723110065,0.102,15.727,0.083,188.89,5.771,0.1645408163265306,,,0.0,,,,,0.0,94.44,0.13,0.17,0.19,0.54,0.22,28.36,87472.3,8.05,109,53.0,6.5,37.0,2352.0,2573.0,14.0,40.0,0.0,0.0,0.21711366538952745,-0.13570791826309064,0.3103448275862069,0.3937738186462329,1.0,1.0,0.163,0.452,0.147,0.401,0.1,0.08,2.35,1.0,0.018,0.467,0.0,0.0,0.073,0.0,0.0,0.0,0.041,0.049,0
YAL054C,0,2142.0,45.3782,0.18375,,,,0.0784,0.0098,0.0672,0.0532,0.0364,0.07,0.028,0.0616,0.0658,0.0812,0.0112,0.0322,0.056,0.0308,0.042,0.0714,0.0658,0.077,0.0168,0.0434,0.3165,0.2297,0.2241,0.1204,0.1358,0.2534,0.40599999999999997,0.2562,1.0,8.0,21.0,19.0,14.0,1.0,1.0,0.0,2.66992211928841,1.13138550014502,0.10845909555363642,144443333.33333334,27.1059283880888,27.1059283880888,,,,,,,,0.0644257703081232,23.86,nucleus,0.0,,,,,0.0,81.9,0.1,0.26,0.34,0.62,-0.27,34.44,79132.4,6.6,,,,66.0,2142.0,2360.0,,7.0,0.0,0.0,0.016830294530154277,-0.8210283309957924,0.03225806451612903,0.009940392706872372,1.0,0.0,0.056,0.33,0.203,0.467,0.06,0.09,2.52,0.0,0.031,0.44,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.046,0
YAL055W,0,543.0,42.3573,0.2094,,,,0.0608,0.0276,0.0773,0.0497,0.0276,0.0663,0.011,0.0773,0.0884,0.0552,0.0221,0.0331,0.0442,0.0221,0.0552,0.0939,0.0552,0.0884,0.011,0.0276,0.2873,0.2376,0.1878,0.127,0.15460000000000002,0.2595,0.37,0.2816,2.0,7.0,77.0,12.0,9.0,1.0,1.0,1.0,1.535495356604245,1.25971092845662,1.041053490959164,,,24.174022287312052,,,0.114,4.437,0.084,52.567,4.369,0.149171270718232,19.99,punctate,0.0,,,,,0.0,80.35,0.07,0.09,-0.14,0.36,-0.3,45.92,19880.1,8.47,20,154.0,9.4,31.0,543.0,643.0,,,0.0,0.0,0.18333333333333332,-0.8212433333333333,0.16111111111111112,0.32625666666666664,0.0,1.0,0.228,0.417,0.156,0.427,0.16,0.07,2.235,0.0,0.178,0.222,0.0,0.033,0.0,0.0,0.006,0.0,0.0,0.067,0
YAL056W,0,2643.0,39.5006,0.2988,,,,0.0375,0.0148,0.0658,0.0522,0.0431,0.0692,0.025,0.0647,0.0681,0.084,0.0295,0.0647,0.0579,0.0272,0.0465,0.1078,0.0431,0.0522,0.0091,0.0363,0.2894,0.2997,0.2032,0.118,0.1396,0.2939,0.3564,0.2576,2.0,3.0,33.0,20.0,15.0,2.0,0.0,0.0,4.120857880384095,1.17419846579518,0.9684193567730708,,,24.63236244998935,,,0.019,4.529,0.018,250.254,4.531,0.1180476730987514,17.1,below threshold,0.0,,,,,0.0,74.38,0.09,0.11,-0.02,0.41,-0.47,43.85,98653.9,7.2,46,93.0,,48.0,2643.0,2825.0,1.0,28.0,0.0,0.0,0.34545454545454546,-0.8666018181818181,0.13295454545454546,0.10953715909090907,1.0,0.0,0.081,0.218,0.203,0.579,0.22,0.05,2.0,0.0,0.061,0.397,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.073,0
YAL059W,0,639.0,40.3756,0.4541,0.0,-0.143953051643193,0.004356435643564,0.0986,0.0,0.061,0.0892,0.0235,0.0329,0.0,0.0516,0.1315,0.0986,0.0141,0.0657,0.0235,0.0329,0.0704,0.0845,0.0516,0.0469,0.0094,0.0094,0.2394,0.2066,0.3005,0.1502,0.20190000000000002,0.24409999999999998,0.35209999999999997,0.3521,20.0,5.0,34.0,106.0,99.0,67.0,51.0,0.0,3.8331783707034752,1.09796378291495,1.3810584392051366,1282000000.0,30.255749117068262,30.255749117068262,471.326786956522,0.0455711721162517,0.188,4.401,0.089,49.203,0.79,0.3427230046948357,46.55,nucleus,0.0,1.75,5.95,,,0.0,77.35,0.04,0.17,0.18,0.54,-0.81,34.68,23902.6,10.44,,101.0,6.5,6.0,639.0,879.5,,7.0,0.0,0.0,0.16037735849056603,-1.444991037735849,0.16981132075471697,0.22826226415094342,1.0,0.0,0.486,0.66,0.028,0.312,0.14,0.05,2.255,0.0,0.0,0.184,0.019,0.057,0.208,0.0,0.0,0.0,0.0,0.094,0
YAL060W,0,1149.0,44.9956,0.1791,-0.070232558139535,0.353953002610965,0.024661016949153,0.0627,0.0287,0.0574,0.0653,0.0366,0.094,0.0444,0.0731,0.0809,0.0705,0.0287,0.0261,0.0496,0.0261,0.0209,0.0679,0.0418,0.094,0.0131,0.0157,0.3029,0.2376,0.2272,0.1227,0.1462,0.2063,0.3944,0.26890000000000003,0.0,0.0,0.0,7.0,6.0,1.0,1.0,1.0,6.47102486992803,1.44652534329322,1.3208423868041255,537900000.0,29.00276275070843,29.00276275070843,,,0.175,10.344,0.133,77.658,3.538,0.010443864229765,16.76,below threshold,0.0,1.28,4.39,,,0.0,87.38,0.07,0.23,0.28,0.59,-0.06,35.99,41574.4,6.55,86,118.0,6.6,44.0,1149.0,1319.0,,3.0,0.0,0.0,0.0,-0.753228272251309,0.11780104712041885,0.08605445026178007,0.0,0.0,0.005,0.257,0.243,0.5,0.1,0.07,2.33,0.0,0.0,0.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0
YAL062W,0,1374.0,48.69,0.2164,,,,0.0873,0.0131,0.0459,0.0742,0.0459,0.1004,0.0087,0.0655,0.0677,0.059,0.0218,0.0459,0.0306,0.0393,0.0349,0.0808,0.0502,0.0808,0.0131,0.0328,0.2969,0.2576,0.2424,0.12010000000000001,0.1113,0.2621,0.4062,0.2314,0.0,0.0,0.0,18.0,16.0,4.0,3.0,0.0,3.246344647382835,1.27567185103554,0.6198706971097424,30044333.333333332,24.840589621875036,24.840589621875036,,,0.238,15.895,0.155,102.211,6.531,0.0,21.58,cytosol,0.0,,,,,0.0,77.86,0.09,0.16,0.19,0.54,-0.19,24.46,49619.6,5.12,178,94.0,,45.0,1374.0,1505.5,2.0,,0.0,0.0,0.0,-0.7800207877461708,0.05470459518599562,0.023903938730853395,0.0,0.0,0.009,0.4,0.186,0.414,0.04,0.09,2.58,0.0,0.015,0.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0
YAL064C-A,0,381.0,43.832,0.1115,,,,0.0709,0.0236,0.0787,0.0157,0.063,0.0709,0.0157,0.0472,0.0236,0.0551,0.0236,0.0315,0.0787,0.0394,0.0157,0.0787,0.0866,0.0866,0.0157,0.0709,0.3386,0.2598,0.1654,0.09440000000000001,0.055,0.3307,0.43300000000000005,0.1494,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,,,22.810085478028363,,,0.159,3.01,0.12,25.038,0.833,0.0,19.4,below threshold,0.0,,,,,0.0,68.73,0.15,0.21,0.23,0.56,0.02,34.68,13878.6,4.11,,,,,381.0,,,,0.0,0.0,0.007936507936507936,-0.32255634920634924,0.2777777777777778,0.2563071428571429,0.0,0.0,0.008,0.0,0.468,0.532,0.13,0.09,2.195,0.0,0.0,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.04,0
YAL067C,0,1782.0,36.0831,0.0153,,,,0.0572,0.0135,0.0505,0.0488,0.0589,0.0505,0.0152,0.0774,0.0657,0.096,0.0185,0.0539,0.0269,0.0303,0.0387,0.0808,0.0522,0.0673,0.037,0.0589,0.3956,0.2121,0.2205,0.0993,0.1196,0.2896,0.4712,0.21889999999999998,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,-0.7776132206240876,-0.0040645798320575,-0.4064948477107278,,,23.449471418933935,,,0.034,4.442,0.032,140.064,2.036,0.0,15.88,below threshold,0.0,,,,,0.0,86.24,0.16,0.18,0.13,0.51,-0.06,35.51,68845.6,8.15,,,,15.0,1782.0,2036.0,,10.0,0.0,0.0,0.10118043844856661,-0.19154890387858348,0.2984822934232715,0.354860539629005,0.0,1.0,0.062,0.54,0.101,0.359,0.11,0.08,2.28,0.0,0.008,0.514,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0
YAL068C,0,363.0,49.5868,0.1275,,,,0.157,0.0,0.0413,0.0413,0.0248,0.0496,0.0165,0.0661,0.0248,0.0661,0.0331,0.0248,0.0413,0.0331,0.0331,0.0744,0.1074,0.0909,0.0083,0.0579,0.314,0.1901,0.2975,0.0826,0.0744,0.29760000000000003,0.5042,0.15700000000000003,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,,,,,,24.79522379579502,,,0.094,1.483,0.078,18.996,0.204,0.0,,,0.0,,,,,0.0,90.09,0.09,0.63,0.78,0.88,0.25,19.78,12846.7,4.96,,,,,363.0,,,,0.0,0.0,0.15,-0.27469249999999995,0.2916666666666667,0.28269583333333337,0.0,0.0,0.133,0.583,0.075,0.342,0.11,0.05,2.09,1.0,0.0,0.083,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.083,0
